uid_org,name_org,description,org_type,website,year_founded,facebook,twitter
centro-eugenio-garza-sada,Centro Eugenio Garza Sada,,Organización civil sin fines de lucro (ONG),www.cegs.mx,2011,,
creathink,Creathink,,Organización civil sin fines de lucro (ONG),www.creathink.mx,2015,,
innovavista,Innovavista,,Empresa privada (no incluye startup),www.innovavista.net,2013,,
policia-nacional-del-ecuador,Policía Nacional Del Ecuador,,Gobierno,www.policiaecuador.gob.ec/dnpj/,1982,,
abriendo-datos-costa-rica,Abriendo Datos Costa Rica,"Es una organización civil sin ánimo de lucro cuyo objetivo es contrbuir a fomentar la cultura de datos abiertos mediante la capacitación, el desarrollo de proyectos y apoyando el acceso a la información pública para el ejercicio de la ciudadanía.",,https://abriendodatoscostarica.org/,2014,https://www.facebook.com/abriendodatoscr/,https://twitter.com/abriendodatoscr?lang=es
hack-hackers-lima,Hack Hackers Lima,,Otro,,,,
yeeko-inteligencia-colectiva,Yeeko Inteligencia Colectiva,,Organización civil sin fines de lucro (ONG),www.yeeko.org,2015,,
diario-la-nacion,Diario La Nación,,Empresa privada (no incluye startup),,,,
gobiernateac,Gobiernateac,,Organización civil sin fines de lucro (ONG),,,,
consejo-de-la-transparencia,Consejo De La Transparencia,,Empresa privada (no incluye startup),,,,
loomio-cooperative-limited,Loomio Cooperative Limited,,Otro,www.loomio.org,2011,,
congreso-interactivo,Congreso Interactivo,,,,,,
asesorias-e-inversiones-comunidades-ciudadanas-s-a,Asesorías E Inversiones Comunidades Ciudadanas S.A.,,Empresa privada (no incluye startup),www.mivoz.cl,2006,,
guegue-vasquez-cia-ltda,Guegue Vasquez Cia Ltda,,Empresa privada (no incluye startup),https://www.guegue.com/,1996,,
internet-of-government-iog,Internet Of Government (Iog),,Empresa privada (startup),www.iog.digital,2015,,
sonora-ciudadana-ac,Sonora Ciudadana,,Organización civil sin fines de lucro (ONG),www.sonoraciudadana.org.mx,2005,,
asociacion-civil-para-la-construccion-de-un-gobierno-abierto,Asociación Civil Para La Construcción De Un Gobierno Abierto,,Organización civil sin fines de lucro (ONG),http://www.agaargentina.org/,2014,,
cultura-peru,Cultura Peru,,,,,,
cristian-damian-cazon,Cristian Damián Cazón,,Otro,www.xerex.com.ar,2015,,
municipalidad-de-san-jorge,Municipalidad De San Jorge,,Gobierno,www.sanjorge.gob.ar,2016,,
municipio-verde,Municipio Verde,,Empresa privada (startup),www.municipioverde.cl,2016,,
fundacion-multitudes,Fundacion Multitudes,,Organización civil sin fines de lucro (ONG),www.fundacionmultitudes.org,2014,,
democracia-desarrollo-internacional-d-d-internacional,Democracia & Desarrollo Internacional (D&D Internacional),,Organización civil sin fines de lucro (ONG),www.democraciadigital.pe,2008,,
capitulo-boliviano-de-derechos-humanos-democracia-y-desarrollo,"Capítulo Boliviano De Derechos Humanos, Democracia Y Desarrollo",,Organización civil sin fines de lucro (ONG),www.derechoshumanosbolivia.org,1996,,
la-data-mx,La Data,"Medio digital que conjunta a profesionales de distintas ramas, apostandole al periodismo de datos con el objetivo del entender y comunicar la realidad del país.",,http://www.ladata.mx/index.html,,,
colnodo-asociacion-colombiana-de-organizaciones-no-gubernamentales-para-la-comunicacion-via-correo-electronico,Colnodo – Asociación Colombiana De Organizaciones No Gubernamentales Para La Comunicación Vía Correo Electrónico,,Organización civil sin fines de lucro (ONG),http://www.colnodo.apc.org,1994,,
spaceshipslabs,Spaceshipslabs,,Empresa privada (no incluye startup),http://spaceshiplabs.com,2012,,
colivre-cooperativa-de-tecnologias-livres,Colivre - Cooperativa De Tecnologias Livres,,Organización civil sin fines de lucro (ONG),http://colivre.coop.br/,2006,,
pides-innovacion-social,Pides Innovación Social,,Organización civil sin fines de lucro (ONG),www.pidesinnovacion.org,2008,,
articulo-12-a-c-programa-sontusdatos,"Artículo 12, A.C. (Programa “Sontusdatos”)",,Organización civil sin fines de lucro (ONG),https://sontusdatos.org/,2012,,
ariel-cabezas,Ariel Cabezas,,Empresa privada (startup),,2016,,
fundacion-laboratorio-de-politicas-publicas-lpp,"Fundación Laboratorio De Políticas Públicas, Lpp",,Organización civil sin fines de lucro (ONG),www.lppargentina.org.ar,2003,,
gerico,Gerico,,Organización civil sin fines de lucro (ONG),,2017,,
acm-sim,Acm - Sim,,Organización civil sin fines de lucro (ONG),http://www.boliviatechhub.org/,2014,,
cientificas-de-datos,Científicas de Datos,"Construir oportunidades para el talento femenino de América Latina desde la ciencia de datos, el Big Data y el IoT con el objetivo de visibilizar las ventajas del uso y aprovechamiento de la información en la revolución 4.0 para la solución de problemáticas sociales y de la industria",,http://www.cientificasdedatos.com/,,,
casa-fluminense,Casa Fluminense,,Organización civil sin fines de lucro (ONG),http://casafluminense.org.br/,2013,,
instituto-de-liderazgo-simone-de-beauvoir-a-c,Instituto De Liderazgo Simone De Beauvoir A.C.,,Organización civil sin fines de lucro (ONG),www.ilsb.org.mx,2000,,
grupo-de-investigacion-de-sistemas-basados-en-el-conocimiento-universidad-tecnica-particular-de-loja,Grupo De Investigación De Sistemas Basados En El Conocimiento - Universidad Técnica Particular De Loja,,Universidad/Instituto de investigación,,,,
agenda-publica-agencia-de-analise-e-cooperacão-em-politicas-publicas,Agenda Pública - Agência De Análise E Cooperação Em Políticas Públicas,,Organización civil sin fines de lucro (ONG),www.agendapublica.org.br,2009,,
corporacion-integral-de-innovacion-social-innovar,"""Corporación Integral De Innovación Social \""Innovar\""",,Organización civil sin fines de lucro (ONG),http://www.corpoinnovar.com,2013,,
arequipa-te-queremos,"Arequipa, Te Queremos",,Organización civil sin fines de lucro (ONG),,2010,,
secretaria-de-estado-dos-direitos-humanos-e-participacão-popular,Secretaria De Estado Dos Direitos Humanos E Participação Popular,,Gobierno,www.sedihpop.ma.gov.br/,2012,,
suma,Sumá,,Empresa privada (startup),www.appsuma.com.br,2016,,
direccion-de-gobierno-abierto-y-datos-abiertos-de-la-provincia-de-buenos-aires,Dirección De Gobierno Abierto Y Datos Abiertos De La Provincia De Buenos Aires,,Gobierno,http://datos.gba.gob.ar/,2016,,
dsarhoya-spa,Dsarhoya Spa,,Empresa privada (no incluye startup),,2012,,
icom-instituto-comunitario-grande-florianopolis,Icom - Instituto Comunitário Grande Florianópolis,,Organización civil sin fines de lucro (ONG),www.icomfloripa.org.br,2006,,
data-datos-abiertos-transparencia-y-acceso-a-la-informacion,DATA (Datos Abiertos Transparencia y Acceso a la información),,,datauy.org,2013,,
tannder-corp,Tannder Corp,,Empresa privada (startup),www.tannder.com,2016,,
emagic,Emagic,,Empresa privada (startup),www.emagic.ec,2007,,
asociacion-civil-japiqay,Asociación Civil Japiqay,,Organización civil sin fines de lucro (ONG),,,,
asociacion-chilena-de-voluntarios,Asociación Chilena De Voluntarios,,Organización civil sin fines de lucro (ONG),,1971,,
open-knowledge-foundation-brasil,"Open Knowledge Brasil,Open Knowledge Foundation Brasil",,Organización civil sin fines de lucro (ONG),https://br.okfn.org/,2013,,
mega-cities,Mega Cities,,Organización civil sin fines de lucro (ONG),http://mega-cities.net/,1989,,
troca-gestão-social-para-a-sustentabilidade,Troca: Gestão Social Para A Sustentabilidade,,,https://www.linkedin.com/in/francisca-schaich-prates-56b6243b/,2017,,
cityflag-sapi-de-cv,Cityflag Sapi De Cv,,Empresa privada (startup),www.cityflag.co,2015,,
cemoplaf,Cemoplaf,,Empresa privada (no incluye startup),WWW.MUCHANOTA.ORG  /  WWW.CEMOPLAF.ORG.EC,1972,,
sociedad-peruana-de-derecho-ambiental,Sociedad Peruana De Derecho Ambiental,,Organización civil sin fines de lucro (ONG),www.spda.org.pe,1986,,
instituto-de-arquitetos-do-brasil-departamento-de-são-paulo-iab-sp,Instituto De Arquitetos Do Brasil - Departamento De São Paulo (Iab-Sp),,Organización civil sin fines de lucro (ONG),www.iabsp.org.br,1971,,
centro-de-innovacion-a-la-vivienda-civ-a-c,"Centro De Innovación A La Vivienda (Civ), A.C.",,Organización civil sin fines de lucro (ONG),www.civ.org.mx,2014,,
portal-brasil,Portal Brasil,,,,,,
socio-publico,Socio Público,,Empresa privada (no incluye startup),http://www.sociopublico.com/,2013,,
nau-interativa,Nau Interativa,,,https://www.facebook.com/nauinterativa,2016,,
fundacion-girls-in-tech-chile,Fundacion Girls In Tech Chile,,Organización civil sin fines de lucro (ONG),www.girlsintechile.com,2015,,
grupo-de-inovacion-e-inteligencia-ciudadana,Grupo De Inovacion E Inteligencia Ciudadana,,Organización civil sin fines de lucro (ONG),www.tuconteo.com,2016,,
gobierno-abierto-cdmx,Gobierno Abierto Cdmx,,Gobierno,,,,
instituto-acuna,Instituto Acuña,,Organización civil sin fines de lucro (ONG),ww.acuna.org.br,2014,,
proetica-capitulo-peruano-de-transparency-international,"Proética, Capítulo Peruano De Transparency International",,Organización civil sin fines de lucro (ONG),"www,proética.org.pe",2002,,
municipalidad-de-guatemala-labplc,"Municipalidad De Guatemala,Labplc",,Otro,,,,
hacklab-cochabamba,Hacklab Cochabamba,,Otro,,,,
veeduria-distrital-de-bogota-veeduria-delegada-para-la-participacion-y-los-programas-especiales,"Veeduría Distrital De Bogotá, Veeduría Delegada Para La Participación Y Los Programas Especiales",,Gobierno,http://www.veeduriadistrital.gov.co/,1993,,
asociacion-ecologica-de-los-municipios-de-santa-ana-asemusa,Asociación Ecológica De Los Municipios De Santa Ana (Asemusa),,Otro,,2014,,
codhes,"Consultoría para los Derechos Humanos y el Desplazamiento, CODHES","Es una organización de la sociedad civil sin fines de lucro que contribuye a la construcción de sociedades democráticas, incluyentes y solidarias, con vigencia integral de los derechos humanos y del derecho internacional humanitario, así como al fortalecimiento de capacidades sociales con énfasis en procesos de construcción de paz y en la problemática de las poblaciones en situación de movilidad humana a nivel nacional, regional e internacional.",,http://www.codhes.org/,1993,https://www.facebook.com/CodhesDDHH/,https://twitter.com/CODHESColombia
odpe-pe,Odpe.Pe,,Otro,,,,
red-ciudadana,Red Ciudadana,,Organización civil sin fines de lucro (ONG),,,,
associacão-comunitaria-de-bento-rodrigues,Associação Comunitária De Bento Rodrigues,,Organización civil sin fines de lucro (ONG),https://www.facebook.com/bento.rodrigues.370?fref=ts,1997,,
ipandetec,Ipandetec,Promueven el uso y regulación de las tecnologías de la información y comunicación y la defensa de los derechos humanos en el entorno digital en Panamá y Centroamérica.,,https://www.ipandetec.org/,2012,https://www.facebook.com/ipandetec,https://twitter.com/ipandetec
datoselsalvador,Datoselsalvador,,Organización civil sin fines de lucro (ONG),www.datoselsalvador.org,2014,,
people-in-need,People In Need,,,,,,
open-contracting-partnertship,Open Contracting Partnership,"Conectan varios sectores y en todas las etapas del proceso de contratación para ayudar a que los gobiernos ahorren tiempo y dinero, entreguen bienes y servicios de mejor calidad a los ciudadanos, prevengan la corrupción y creen un mejor ambiente de negocios para todos.",,https://www.open-contracting.org/?lang=es,,https://www.facebook.com/OpenContracting,https://twitter.com/opencontracting
open-data-venezuela,Open Data Venezuela,,,,,,
esc-de-ingenieria-electrica-electronica-y-de-telecomunicaciones,"Esc. De Ingeniería Eléctrica, Electrónica Y De Telecomunicaciones",,Universidad/Instituto de investigación,,,,
documenta-analisis-y-accion-para-la-justicia-social-a-c,Documenta: Análisis Y Acción Para La Justicia Social A.C.,,Organización civil sin fines de lucro (ONG),http://observatorio-de-prisiones.documenta.org.mx/,2010,,
postdata-club-cuba,Postdata Club,"Es un portal de periodismo cubano que busca desde una construcción colectiva, contar historias basadas en la interpretación de conjuntos de datos.",,http://www.postdata.club/,2016,https://www.facebook.com/postdataclub,https://twitter.com/postdataclub
politikei-co-governanca-no-legislativo,Politikei - co-governança no legislativo,,,http://institutolegado.org/,2011,,
asociacion-latin,Asociación Latin,,Organización internacional,http://proyectolatin.org/index.php/es/,2014,,
fundacion-nicaraguense-para-la-defensa-del-medio-ambiente-y-proteccion-de-los-recursos-naturales-fundenatura,Fundación Nicaragüense Para La Defensa Del Medio Ambiente Y Protección De Los Recursos Naturales (Fundenatura),,Organización civil sin fines de lucro (ONG),,1996,,
inesc-instituto-de-estudos-socioeconomicos,Inesc-Instituto De Estudos Socioeconômicos,,Organización civil sin fines de lucro (ONG),www.inesc.org.br,1979,,
mkk-group,Mkk Group,,Empresa privada (startup),www.mktgroupsrl.com,2015,,
infoamazonia,InfoAmazonía,"Datos y noticias sobre la Amazonia, el mayor bosque tropical continuo del planeta",Otro,http://infoamazonia.org/,2012,https://www.facebook.com/infoamazonia,https://twitter.com/infoamazonia
observatorio-ciudadano-de-la-educacion,Observatorio Ciudadano De La Educacion,,Otro,,,,
instituto-socioambiental,Instituto Socioambiental,,Organización civil sin fines de lucro (ONG),http://www.socioambiental.org,1994,,
instituto-de-cidadania-empresarial-do-maranhão,Instituto De Cidadania Empresarial Do Maranhão,,Organización civil sin fines de lucro (ONG),www.nossasaoluis.org.br,2001,,
mapanica,MapaNica,Pretende crear y distribuir sin restricciones el mejor mapa de Nicaragua de manera colaborativa y libre.,,https://www.mapanica.net/index.html#8/13.000/-85.000,,https://www.facebook.com/mapanica,https://twitter.com/osm_ni
gire,Grupo de Información de reproducción Elegida,"Es una organización que trabaja seis temas prioritarios (anticoncepción, aborto, violencia obstétrica, muerte materna, reproducción asistida y la conciliación de la vida laboral con la personal) desde una perspectiva feminista y de derechos humanos.",,https://gire.org.mx/,2016,https://www.facebook.com/GrupodeInformacionenReproduccionElegida,https://twitter.com/gire_mx?lang=es
fundacion-democracia-digital-ecuador,Fundación Democracia Digital Ecuador,,Organización civil sin fines de lucro (ONG),www.democraciadigital.ec,2017,,
cobracriada-inteligenciaemrede,CobraCriada-#InteligênciaEmRede,,,http://ninhodacobra.com.br,2015,,
open-data-peru,Open Data Perú,Promueven la apertura y reutilización de datos abiertos e impulsa la creación de aplicaciones cívicas.,Organización civil sin fines de lucro (ONG),http://odpe.org/,2014,,
redlad,Redlad,,Organización civil sin fines de lucro (ONG),www.redlad.org,2008,,
dynamizeit,Dynamizeit,,Empresa privada (startup),,,,
todavia-no-fue-creada-una-empresa,Todavia No Fue Creada Una Empresa,,Otro,"boonited.com(sito esta listo, pero todavia no al aire)",No sabe/ no responde,,
cooperativa-sula-batsu,Cooperativa Sulá Batsú,,Organización civil sin fines de lucro (ONG),www.sulabatsu.com,2005,,
morlan,Morlan,Es una compañía dedicada al análisis de datos donde se mezcla ciencia y matemáticas y una forma muy dinámica y agradable de visualizar.,,http://www.morlan.mx/,,https://www.facebook.com/morlanmx/,https://twitter.com/MORLANmx?lang=es
bgood-smart-philanthropy,Bgood Smart Philanthropy,,Empresa privada (startup),www.bgood.life,2016,,
cieds-centro-integrado-de-estudos-e-programas-de-desenvolvimento-sustentavel,Cieds - Centro Integrado De Estudos E Programas De Desenvolvimento Sustentável,,Organización civil sin fines de lucro (ONG),http://cieds.org.br/,1998,,
constructora-proyecto-propio,Constructora Proyecto Propio,,Organización civil sin fines de lucro (ONG),www.proyectopropioconstruccion.cl,2015,,
prince-consulting-kmt-business-education-sa,Prince Consulting (Kmt Business Education Sa),,Empresa privada (no incluye startup),www.princeconsulting.biz,1999,,
datos-protegidos,Datos Protegidos,"Es una organización sin fines de lucro, que promueve, defiende y educa sobre el derecho a la privacidad y a la protección de los datos personales como derechos fundamentales.",,https://datosprotegidos.org/,,https://www.facebook.com/datosprotegidos/,https://twitter.com/datospersonales
entre-ojos,Entre Ojos,"Es un emprendimiento periodístico independiente de naturaleza digital que se propone ofrecer una mirada en profundidad de los hechos y personajes que están vinculados a la protección de los ecosistemas, la ruralidad y el desarrollo integral de Boyacá y el Centro Oriente de Colombia.",,http://entreojos.co/,,https://www.facebook.com/entreojos.co/?fref=ts,https://twitter.com/EntreOjosCo
instituto-del-fracaso-a-c,Instituto Del Fracaso A.C.,,Organización civil sin fines de lucro (ONG),http://thefailureinstitute.com,2012,,
public-knowledge,Public Knowledge,,Organización civil sin fines de lucro (ONG),www.publicknowledge.org,2001,,
asociacion-colectivo-mujeres-al-derecho,Asociación Colectivo Mujeres Al Derecho,,Organización civil sin fines de lucro (ONG),www.colectivomujeresalderecho.org,2005,,
consejeria-juridica-y-de-servicios-legales-de-la-cdmx,Consejería Jurídica Y De Servicios Legales De La Cdmx,,Gobierno,http://www.consejeria.cdmx.gob.mx/,2012,,
instituto-para-o-desenvolvimento-racional-das-cidades,Instituto Para O Desenvolvimento Racional Das Cidades,,Organización civil sin fines de lucro (ONG),www.bancaimaginaria.tv@gmail.com,1996,,
fundacion-contexto-ciudadano,Fundación Contexto Ciudadano,,,www.observatoriofiscal.cl,2015,,
el-faro,El Faro,,Otro,,,,
faro-digital,Faro Digital,,Organización civil sin fines de lucro (ONG),http://www.farodigital.org/,2017,,
cedaps,Cedaps,,Organización civil sin fines de lucro (ONG),,,,
anima-educacion,Anima Educación,,Organización civil sin fines de lucro (ONG),,,,
el-avispero,El Avispero,"Es una comunidad de agentes de cambio que promueve iniciativas y campañas que fomentan el liderazgo ciudadano para construir una Colombia diversa, activa, solidaria y sostenible.",,http://www.elavisperomov.org/,2016,https://www.facebook.com/elavisperomov/,https://twitter.com/elavisperomov
tekis-tecnologia-avancadas-ltda,Tekis Tecnologia Avançadas Ltda.,,Empresa privada (startup),www.tekis.com.br,2005,,
asociacion-unacem,Asociación Unacem,,Organización civil sin fines de lucro (ONG),http://www.asociacionunacem.org/,2003,,
visual-reporting-technologies,Visual Reporting Technologies,,Empresa privada (startup),,,,
caribbean-open-institute,Caribbean Open Institute,,Universidad/Instituto de investigación,,,,
nachhaltigkeit-educacão-ltda,Nachhaltigkeit Educação Ltda,,Empresa privada (no incluye startup),Nachhaltigkeit Educação Ltda,2010,,
on-the-move,On The Move,,,,2012,,
derive-lab-sc,DERIVE LAB SC,,,derivelab.org,2013,,
fundacion-mexicana-para-la-planeacion-familiar-a-c-mexfam,Fundación Mexicana Para La Planeación Familiar A. C. (Mexfam),,Organización civil sin fines de lucro (ONG),www.mexfam.org.mx,1971,,
ciudad-viva,Ciudad Viva,,Otro,,,,
codeando-mexico,Codeando México,Codeando México es una comunidad que busca desarrollar tecnología para construir un mejor país,Organización civil sin fines de lucro (ONG),https://codeandomexico.org/,2013,,
