uid_proj,uid,name
tecnologia-y-datos-enlace-entre-la-poblacion-y-la-policia-nacional-del-ecuador,uso-de-datos-abiertos,Uso de datos abiertos
latin-iniciativa-latinoamericana-de-tecnologias-y-recursos-abiertos-para-la-educacion,uso-de-datos-abiertos,Uso de datos abiertos
plp-2-0-tecnologia-social-en-el-enfrentamiento-a-la-violencia-contra-las-mujeres,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plp-2-0-tecnologia-social-en-el-enfrentamiento-a-la-violencia-contra-las-mujeres,participación-ciudadana,Participación ciudadana
plataforma-local-de-combate-a-la-corrupcion-y-participacion-ciudadana,mapeo-ciudadano,Mapeo ciudadano
plataforma-local-de-combate-a-la-corrupcion-y-participacion-ciudadana,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-local-de-combate-a-la-corrupcion-y-participacion-ciudadana,participación-ciudadana,Participación ciudadana
plataforma-local-de-combate-a-la-corrupcion-y-participacion-ciudadana,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-local-de-combate-a-la-corrupcion-y-participacion-ciudadana,periodismo-de-datos,Periodismo de datos
mapa-falante-tecnologia-civica-para-monitoramento-participativo-de-informacões-sobre-servicos-dados-e-vivencias,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
mapa-falante-tecnologia-civica-para-monitoramento-participativo-de-informacões-sobre-servicos-dados-e-vivencias,mapeo-ciudadano,Mapeo ciudadano
mapa-falante-tecnologia-civica-para-monitoramento-participativo-de-informacões-sobre-servicos-dados-e-vivencias,participación-ciudadana,Participación ciudadana
appcivico-mandato-aberto-e-voto-legal,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
appcivico-mandato-aberto-e-voto-legal,participación-ciudadana,Participación ciudadana
appcivico-mandato-aberto-e-voto-legal,uso-de-datos-abiertos,Uso de datos abiertos
uienmerepresenta,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
uienmerepresenta,participación-ciudadana,Participación ciudadana
uienmerepresenta,uso-de-datos-abiertos,Uso de datos abiertos
concejo-abierto,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
concejo-abierto,participación-ciudadana,Participación ciudadana
concejo-abierto,uso-de-datos-abiertos,Uso de datos abiertos
thot-group,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
thot-group,mapeo-ciudadano,Mapeo ciudadano
thot-group,uso-de-datos-abiertos,Uso de datos abiertos
mapa-civico-nicaragua,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
mapa-civico-nicaragua,mapeo-ciudadano,Mapeo ciudadano
mapa-civico-nicaragua,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
mapa-civico-nicaragua,participación-ciudadana,Participación ciudadana
mapa-civico-nicaragua,uso-de-datos-abiertos,Uso de datos abiertos
mapa-civico-nicaragua,periodismo-de-datos,Periodismo de datos
cocozap,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
cocozap,mapeo-ciudadano,Mapeo ciudadano
cocozap,participación-ciudadana,Participación ciudadana
cocozap,uso-de-datos-abiertos,Uso de datos abiertos
cocozap,periodismo-de-datos,Periodismo de datos
civic-backoffice-plataforma-de-gestion-semi-automatica-de-la-innovacion-publica-y-la-participacion-ciudadana,participación-ciudadana,Participación ciudadana
civic-backoffice-plataforma-de-gestion-semi-automatica-de-la-innovacion-publica-y-la-participacion-ciudadana,uso-de-datos-abiertos,Uso de datos abiertos
projeto-felicia-aplicativos-catatudo,mapeo-ciudadano,Mapeo ciudadano
projeto-felicia-aplicativos-catatudo,participación-ciudadana,Participación ciudadana
projeto-felicia-aplicativos-catatudo,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-digital-de-participacion-y-fiscalizacion-ciudadana-de-las-personas-jovenes-rurales-de-cartago,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-digital-de-participacion-y-fiscalizacion-ciudadana-de-las-personas-jovenes-rurales-de-cartago,participación-ciudadana,Participación ciudadana
plataforma-digital-de-participacion-y-fiscalizacion-ciudadana-de-las-personas-jovenes-rurales-de-cartago,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-digital-de-participacion-y-fiscalizacion-ciudadana-de-las-personas-jovenes-rurales-de-cartago,periodismo-de-datos,Periodismo de datos
chapi-poder-ciudadano,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
chapi-poder-ciudadano,participación-ciudadana,Participación ciudadana
chapi-poder-ciudadano,uso-de-datos-abiertos,Uso de datos abiertos
midiendo-los-niveles-de-integracion-sociourbana-de-asentamientos-informales-en-argentina,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
midiendo-los-niveles-de-integracion-sociourbana-de-asentamientos-informales-en-argentina,mapeo-ciudadano,Mapeo ciudadano
midiendo-los-niveles-de-integracion-sociourbana-de-asentamientos-informales-en-argentina,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
midiendo-los-niveles-de-integracion-sociourbana-de-asentamientos-informales-en-argentina,participación-ciudadana,Participación ciudadana
economia-local-y-megamineria,participación-ciudadana,Participación ciudadana
parapapapp,uso-de-datos-abiertos,Uso de datos abiertos
tour-virtual-de-parques-nacionales-de-costa-rica,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
tour-virtual-de-parques-nacionales-de-costa-rica,mapeo-ciudadano,Mapeo ciudadano
tour-virtual-de-parques-nacionales-de-costa-rica,uso-de-datos-abiertos,Uso de datos abiertos
enspiral-latinoamerica,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
enspiral-latinoamerica,participación-ciudadana,Participación ciudadana
app-interfaz-de-verificacion-de-cuotas-patronales-del-sector-publico-y-privado-igss-guatemala,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
app-interfaz-de-verificacion-de-cuotas-patronales-del-sector-publico-y-privado-igss-guatemala,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
app-interfaz-de-verificacion-de-cuotas-patronales-del-sector-publico-y-privado-igss-guatemala,participación-ciudadana,Participación ciudadana
promocion-de-buenas-practicas-de-gestion-y-transparencia-en-organizaciones-sin-fines-de-lucro,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
comunidas-2-0,participación-ciudadana,Participación ciudadana
participacion-adolescente,participación-ciudadana,Participación ciudadana
participacion-adolescente,uso-de-datos-abiertos,Uso de datos abiertos
la-vidriera-del-emprendedor,mapeo-ciudadano,Mapeo ciudadano
la-vidriera-del-emprendedor,participación-ciudadana,Participación ciudadana
la-vidriera-del-emprendedor,uso-de-datos-abiertos,Uso de datos abiertos
s-la-carcel-la-solucion-abrir-el-debate-ciudadano-sobre-el-sistema-penal-boliviano,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
s-la-carcel-la-solucion-abrir-el-debate-ciudadano-sobre-el-sistema-penal-boliviano,mapeo-ciudadano,Mapeo ciudadano
s-la-carcel-la-solucion-abrir-el-debate-ciudadano-sobre-el-sistema-penal-boliviano,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
s-la-carcel-la-solucion-abrir-el-debate-ciudadano-sobre-el-sistema-penal-boliviano,participación-ciudadana,Participación ciudadana
s-la-carcel-la-solucion-abrir-el-debate-ciudadano-sobre-el-sistema-penal-boliviano,uso-de-datos-abiertos,Uso de datos abiertos
s-la-carcel-la-solucion-abrir-el-debate-ciudadano-sobre-el-sistema-penal-boliviano,periodismo-de-datos,Periodismo de datos
mopa,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
mopa,mapeo-ciudadano,Mapeo ciudadano
mopa,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
mopa,participación-ciudadana,Participación ciudadana
mopa,uso-de-datos-abiertos,Uso de datos abiertos
politica-en-contexto,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
politica-en-contexto,participación-ciudadana,Participación ciudadana
desarrollo-de-proyectos-de-placemaking-creativos-desde-comunidades,mapeo-ciudadano,Mapeo ciudadano
desarrollo-de-proyectos-de-placemaking-creativos-desde-comunidades,participación-ciudadana,Participación ciudadana
desarrollo-de-proyectos-de-placemaking-creativos-desde-comunidades,uso-de-datos-abiertos,Uso de datos abiertos
red-social-anti-corrupcion-con-accion-juridica-aplicapp,mapeo-ciudadano,Mapeo ciudadano
red-social-anti-corrupcion-con-accion-juridica-aplicapp,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
red-social-anti-corrupcion-con-accion-juridica-aplicapp,participación-ciudadana,Participación ciudadana
red-social-anti-corrupcion-con-accion-juridica-aplicapp,periodismo-de-datos,Periodismo de datos
el-hospital-a-tu-servicio,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
el-hospital-a-tu-servicio,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
el-hospital-a-tu-servicio,participación-ciudadana,Participación ciudadana
el-hospital-a-tu-servicio,uso-de-datos-abiertos,Uso de datos abiertos
compromiso-ciudadano,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
compromiso-ciudadano,mapeo-ciudadano,Mapeo ciudadano
compromiso-ciudadano,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
compromiso-ciudadano,participación-ciudadana,Participación ciudadana
municipio-transparente-y-participativo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
municipio-transparente-y-participativo,participación-ciudadana,Participación ciudadana
gasto-amigable-municipal,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
gasto-amigable-municipal,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
gasto-amigable-municipal,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-de-contraloria-social-para-la-mejora-de-los-servicios-publicos-municipales,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-de-contraloria-social-para-la-mejora-de-los-servicios-publicos-municipales,mapeo-ciudadano,Mapeo ciudadano
plataforma-de-contraloria-social-para-la-mejora-de-los-servicios-publicos-municipales,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-de-contraloria-social-para-la-mejora-de-los-servicios-publicos-municipales,participación-ciudadana,Participación ciudadana
plataforma-de-participacion,mapeo-ciudadano,Mapeo ciudadano
plataforma-de-participacion,participación-ciudadana,Participación ciudadana
red-ciudadana-de-monitoreo-de-la-calidad-del-aire,mapeo-ciudadano,Mapeo ciudadano
red-ciudadana-de-monitoreo-de-la-calidad-del-aire,participación-ciudadana,Participación ciudadana
red-ciudadana-de-monitoreo-de-la-calidad-del-aire,uso-de-datos-abiertos,Uso de datos abiertos
reporta-ciudad,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
reporta-ciudad,mapeo-ciudadano,Mapeo ciudadano
reporta-ciudad,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
reporta-ciudad,participación-ciudadana,Participación ciudadana
co-crea-tu-ciudad,participación-ciudadana,Participación ciudadana
conectando-mujeres-conectando-oportunidades,participación-ciudadana,Participación ciudadana
red-digital-taturana-distribucion-de-peliculas-independientes-en-circuitos-sociales,mapeo-ciudadano,Mapeo ciudadano
red-digital-taturana-distribucion-de-peliculas-independientes-en-circuitos-sociales,participación-ciudadana,Participación ciudadana
bicimapa-app,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
bicimapa-app,mapeo-ciudadano,Mapeo ciudadano
bicimapa-app,uso-de-datos-abiertos,Uso de datos abiertos
observatorio-ciudadano-de-ecosistemas-urbanos,mapeo-ciudadano,Mapeo ciudadano
observatorio-ciudadano-de-ecosistemas-urbanos,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
observatorio-ciudadano-de-ecosistemas-urbanos,participación-ciudadana,Participación ciudadana
observatorio-ciudadano-de-ecosistemas-urbanos,uso-de-datos-abiertos,Uso de datos abiertos
el-presupuesto-comunitario,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
el-presupuesto-comunitario,participación-ciudadana,Participación ciudadana
el-presupuesto-comunitario,uso-de-datos-abiertos,Uso de datos abiertos
ceu-centro-de-empreendedorismo-universitario-consultoria-ltda,mapeo-ciudadano,Mapeo ciudadano
ceu-centro-de-empreendedorismo-universitario-consultoria-ltda,participación-ciudadana,Participación ciudadana
ceu-centro-de-empreendedorismo-universitario-consultoria-ltda,uso-de-datos-abiertos,Uso de datos abiertos
compras-publicas,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
compras-publicas,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
compras-publicas,participación-ciudadana,Participación ciudadana
compras-publicas,uso-de-datos-abiertos,Uso de datos abiertos
tres-cocos-analisis-digital-del-realismo-magico,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
tres-cocos-analisis-digital-del-realismo-magico,mapeo-ciudadano,Mapeo ciudadano
tres-cocos-analisis-digital-del-realismo-magico,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
tres-cocos-analisis-digital-del-realismo-magico,participación-ciudadana,Participación ciudadana
tres-cocos-analisis-digital-del-realismo-magico,uso-de-datos-abiertos,Uso de datos abiertos
ciudadano-app,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
ciudadano-app,mapeo-ciudadano,Mapeo ciudadano
ciudadano-app,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
ciudadano-app,participación-ciudadana,Participación ciudadana
ciudadano-app,uso-de-datos-abiertos,Uso de datos abiertos
sistema-de-votacion-de-votacion-electronica-autenticada-por-firma-digital,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
sistema-de-votacion-de-votacion-electronica-autenticada-por-firma-digital,participación-ciudadana,Participación ciudadana
fundacion-nuevas-contingencias-sociales,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
fundacion-nuevas-contingencias-sociales,mapeo-ciudadano,Mapeo ciudadano
fundacion-nuevas-contingencias-sociales,participación-ciudadana,Participación ciudadana
obra-chueca,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
obra-chueca,mapeo-ciudadano,Mapeo ciudadano
obra-chueca,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
obra-chueca,participación-ciudadana,Participación ciudadana
obra-chueca,uso-de-datos-abiertos,Uso de datos abiertos
obra-chueca,periodismo-de-datos,Periodismo de datos
tecnologia-civica-para-una-sociedad-conectada-y-participativa,mapeo-ciudadano,Mapeo ciudadano
tecnologia-civica-para-una-sociedad-conectada-y-participativa,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
tecnologia-civica-para-una-sociedad-conectada-y-participativa,participación-ciudadana,Participación ciudadana
app-para-la-inclusion-y-el-respeto-a-la-sociedad-civil,mapeo-ciudadano,Mapeo ciudadano
app-para-la-inclusion-y-el-respeto-a-la-sociedad-civil,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
app-para-la-inclusion-y-el-respeto-a-la-sociedad-civil,participación-ciudadana,Participación ciudadana
geomatica-en-organismos-publicos,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
geomatica-en-organismos-publicos,mapeo-ciudadano,Mapeo ciudadano
geomatica-en-organismos-publicos,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
geomatica-en-organismos-publicos,participación-ciudadana,Participación ciudadana
geomatica-en-organismos-publicos,uso-de-datos-abiertos,Uso de datos abiertos
operacion-serenata-de-amor,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
operacion-serenata-de-amor,participación-ciudadana,Participación ciudadana
operacion-serenata-de-amor,uso-de-datos-abiertos,Uso de datos abiertos
impacto-ciudad,mapeo-ciudadano,Mapeo ciudadano
impacto-ciudad,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
impacto-ciudad,participación-ciudadana,Participación ciudadana
cresta-app,mapeo-ciudadano,Mapeo ciudadano
cresta-app,participación-ciudadana,Participación ciudadana
cresta-app,uso-de-datos-abiertos,Uso de datos abiertos
cresta-app,periodismo-de-datos,Periodismo de datos
avisora,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
avisora,mapeo-ciudadano,Mapeo ciudadano
avisora,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
avisora,participación-ciudadana,Participación ciudadana
avisora,periodismo-de-datos,Periodismo de datos
novas-tecnicas-para-monitoramento-de-sistemas-produtivos-agroecologicos-com-participacão-comunitaria,mapeo-ciudadano,Mapeo ciudadano
novas-tecnicas-para-monitoramento-de-sistemas-produtivos-agroecologicos-com-participacão-comunitaria,participación-ciudadana,Participación ciudadana
novas-tecnicas-para-monitoramento-de-sistemas-produtivos-agroecologicos-com-participacão-comunitaria,uso-de-datos-abiertos,Uso de datos abiertos
novas-tecnicas-para-monitoramento-de-sistemas-produtivos-agroecologicos-com-participacão-comunitaria,periodismo-de-datos,Periodismo de datos
herramienta-para-diseno-gestion-y-diagnostico-de-estrategia-para-gobiernos-locales-abiertos,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
herramienta-para-diseno-gestion-y-diagnostico-de-estrategia-para-gobiernos-locales-abiertos,participación-ciudadana,Participación ciudadana
herramienta-para-diseno-gestion-y-diagnostico-de-estrategia-para-gobiernos-locales-abiertos,uso-de-datos-abiertos,Uso de datos abiertos
sistema-hablame-de-respeto,mapeo-ciudadano,Mapeo ciudadano
sistema-hablame-de-respeto,participación-ciudadana,Participación ciudadana
sistema-hablame-de-respeto,periodismo-de-datos,Periodismo de datos
planeadores-ciudadanos,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
planeadores-ciudadanos,mapeo-ciudadano,Mapeo ciudadano
planeadores-ciudadanos,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
planeadores-ciudadanos,participación-ciudadana,Participación ciudadana
planeadores-ciudadanos,uso-de-datos-abiertos,Uso de datos abiertos
observatorio-de-femicidios-en-latinoamerica-basado-en-datos-abiertos-enlazados-y-web-semantica-lod4vida-linked-open-data-por-la-vida,participación-ciudadana,Participación ciudadana
observatorio-de-femicidios-en-latinoamerica-basado-en-datos-abiertos-enlazados-y-web-semantica-lod4vida-linked-open-data-por-la-vida,uso-de-datos-abiertos,Uso de datos abiertos
observatorio-de-femicidios-en-latinoamerica-basado-en-datos-abiertos-enlazados-y-web-semantica-lod4vida-linked-open-data-por-la-vida,periodismo-de-datos,Periodismo de datos
observatorio-de-publicidad-oficial,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
creacion-de-chileleaks-centroamericaleaks-y-latamleaks-coordinadora-regional-de-las-plataformas-de-whistleblowing,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
creacion-de-chileleaks-centroamericaleaks-y-latamleaks-coordinadora-regional-de-las-plataformas-de-whistleblowing,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
creacion-de-chileleaks-centroamericaleaks-y-latamleaks-coordinadora-regional-de-las-plataformas-de-whistleblowing,participación-ciudadana,Participación ciudadana
creacion-de-chileleaks-centroamericaleaks-y-latamleaks-coordinadora-regional-de-las-plataformas-de-whistleblowing,periodismo-de-datos,Periodismo de datos
mi-concejo,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
mi-concejo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
mi-concejo,participación-ciudadana,Participación ciudadana
mi-concejo,uso-de-datos-abiertos,Uso de datos abiertos
mi-concejo,periodismo-de-datos,Periodismo de datos
red-tonos-cihuatl,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
red-tonos-cihuatl,mapeo-ciudadano,Mapeo ciudadano
red-tonos-cihuatl,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
red-tonos-cihuatl,participación-ciudadana,Participación ciudadana
red-tonos-cihuatl,uso-de-datos-abiertos,Uso de datos abiertos
"todos-por-um-tp1,associacão-todos-por-um-tp1",monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
"todos-por-um-tp1,associacão-todos-por-um-tp1",mapeo-ciudadano,Mapeo ciudadano
"todos-por-um-tp1,associacão-todos-por-um-tp1",transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
"todos-por-um-tp1,associacão-todos-por-um-tp1",participación-ciudadana,Participación ciudadana
"todos-por-um-tp1,associacão-todos-por-um-tp1",uso-de-datos-abiertos,Uso de datos abiertos
"todos-por-um-tp1,associacão-todos-por-um-tp1",periodismo-de-datos,Periodismo de datos
escuadron-supercivico,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
escuadron-supercivico,mapeo-ciudadano,Mapeo ciudadano
escuadron-supercivico,participación-ciudadana,Participación ciudadana
suma-e,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
suma-e,participación-ciudadana,Participación ciudadana
comunidad-indigena-por-la-participacion-ciudadana-en-oaxaca,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
comunidad-indigena-por-la-participacion-ciudadana-en-oaxaca,participación-ciudadana,Participación ciudadana
comunidad-indigena-por-la-participacion-ciudadana-en-oaxaca,periodismo-de-datos,Periodismo de datos
limapp,mapeo-ciudadano,Mapeo ciudadano
limapp,participación-ciudadana,Participación ciudadana
limapp,uso-de-datos-abiertos,Uso de datos abiertos
innovacion-civica-para-la-mejora-del-transporte-publico-en-mendoza,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
innovacion-civica-para-la-mejora-del-transporte-publico-en-mendoza,mapeo-ciudadano,Mapeo ciudadano
innovacion-civica-para-la-mejora-del-transporte-publico-en-mendoza,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
innovacion-civica-para-la-mejora-del-transporte-publico-en-mendoza,participación-ciudadana,Participación ciudadana
innovacion-civica-para-la-mejora-del-transporte-publico-en-mendoza,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-pro-municipio,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-pro-municipio,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-pro-municipio,participación-ciudadana,Participación ciudadana
plataforma-pro-municipio,uso-de-datos-abiertos,Uso de datos abiertos
protrash,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
protrash,participación-ciudadana,Participación ciudadana
hacia-la-igualdad-de-genero-a-traves-de-narrativas-digitales-innovadoras,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
hacia-la-igualdad-de-genero-a-traves-de-narrativas-digitales-innovadoras,participación-ciudadana,Participación ciudadana
hacia-la-igualdad-de-genero-a-traves-de-narrativas-digitales-innovadoras,uso-de-datos-abiertos,Uso de datos abiertos
hacia-la-igualdad-de-genero-a-traves-de-narrativas-digitales-innovadoras,periodismo-de-datos,Periodismo de datos
iniciativa-pescando-datos,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
iniciativa-pescando-datos,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
iniciativa-pescando-datos,participación-ciudadana,Participación ciudadana
iniciativa-pescando-datos,uso-de-datos-abiertos,Uso de datos abiertos
soy-vecino,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
soy-vecino,mapeo-ciudadano,Mapeo ciudadano
soy-vecino,participación-ciudadana,Participación ciudadana
soy-vecino,uso-de-datos-abiertos,Uso de datos abiertos
compras-publicas-transparentes,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
compras-publicas-transparentes,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
compras-publicas-transparentes,uso-de-datos-abiertos,Uso de datos abiertos
empurrando-juntos,participación-ciudadana,Participación ciudadana
tapamihueco,mapeo-ciudadano,Mapeo ciudadano
tapamihueco,participación-ciudadana,Participación ciudadana
tapamihueco,periodismo-de-datos,Periodismo de datos
minga-manejo-colectivo-de-residuos,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
minga-manejo-colectivo-de-residuos,participación-ciudadana,Participación ciudadana
minga-manejo-colectivo-de-residuos,uso-de-datos-abiertos,Uso de datos abiertos
suma-sistema-de-qualificacão-de-gestores-operadores-e-fornecedores-da-alimentacão-institucional,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
suma-sistema-de-qualificacão-de-gestores-operadores-e-fornecedores-da-alimentacão-institucional,mapeo-ciudadano,Mapeo ciudadano
suma-sistema-de-qualificacão-de-gestores-operadores-e-fornecedores-da-alimentacão-institucional,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
suma-sistema-de-qualificacão-de-gestores-operadores-e-fornecedores-da-alimentacão-institucional,participación-ciudadana,Participación ciudadana
suma-sistema-de-qualificacão-de-gestores-operadores-e-fornecedores-da-alimentacão-institucional,uso-de-datos-abiertos,Uso de datos abiertos
saludx,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
saludx,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
saludx,periodismo-de-datos,Periodismo de datos
plataforma-educacion-nombre-de-trabajo,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-educacion-nombre-de-trabajo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-educacion-nombre-de-trabajo,participación-ciudadana,Participación ciudadana
plataforma-educacion-nombre-de-trabajo,uso-de-datos-abiertos,Uso de datos abiertos
construyamos-transparencia-dialogo-y-monitoreo-comunitario-de-proyectos-de-infraestructura,mapeo-ciudadano,Mapeo ciudadano
construyamos-transparencia-dialogo-y-monitoreo-comunitario-de-proyectos-de-infraestructura,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
construyamos-transparencia-dialogo-y-monitoreo-comunitario-de-proyectos-de-infraestructura,participación-ciudadana,Participación ciudadana
bolivia-tech-hub-collaborative,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
bolivia-tech-hub-collaborative,mapeo-ciudadano,Mapeo ciudadano
bolivia-tech-hub-collaborative,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
bolivia-tech-hub-collaborative,participación-ciudadana,Participación ciudadana
bolivia-tech-hub-collaborative,uso-de-datos-abiertos,Uso de datos abiertos
bolivia-tech-hub-collaborative,periodismo-de-datos,Periodismo de datos
identidad-digital-a-traves-de-blockchain-para-la-reduccion-de-falsificacion-y-corrupcion,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
identidad-digital-a-traves-de-blockchain-para-la-reduccion-de-falsificacion-y-corrupcion,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
identidad-digital-a-traves-de-blockchain-para-la-reduccion-de-falsificacion-y-corrupcion,participación-ciudadana,Participación ciudadana
identidad-digital-a-traves-de-blockchain-para-la-reduccion-de-falsificacion-y-corrupcion,uso-de-datos-abiertos,Uso de datos abiertos
sistema-de-avaliacão-dos-portais-de-transparencia-dos-governos-municipais,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
sistema-de-avaliacão-dos-portais-de-transparencia-dos-governos-municipais,participación-ciudadana,Participación ciudadana
sistema-de-avaliacão-dos-portais-de-transparencia-dos-governos-municipais,uso-de-datos-abiertos,Uso de datos abiertos
rutas-de-atencion-y-participacion-ciudadana,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
rutas-de-atencion-y-participacion-ciudadana,mapeo-ciudadano,Mapeo ciudadano
rutas-de-atencion-y-participacion-ciudadana,participación-ciudadana,Participación ciudadana
cultivando-futuro,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
cultivando-futuro,participación-ciudadana,Participación ciudadana
cultivando-futuro,uso-de-datos-abiertos,Uso de datos abiertos
ual-me-lleva,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
ual-me-lleva,mapeo-ciudadano,Mapeo ciudadano
ual-me-lleva,participación-ciudadana,Participación ciudadana
benchmark-empresas-y-paz,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
benchmark-empresas-y-paz,participación-ciudadana,Participación ciudadana
