org_uid,org_name,proj_uid,proj_name
emude-tecnologia-em-cidades,Emude Tecnologia Em Cidades,avaliacão-da-qualidade-da-merenda-escolar,Avaliação Da Qualidade Da Merenda Escolar
nuestra-mendoza-fundacion-nuestra-mendoza,"Nuestra Mendoza,Fundación Nuestra Mendoza",plataforma-de-apertura-de-gobiernos,Plataforma De Apertura De Gobiernos
mz-tecnologia,Mz Tecnologia,todos-por-um-tp1,Todos Por Um (Tp1)
mz-tecnologia,Mz Tecnologia,"todos-por-um-tp1,associacão-todos-por-um-tp1","Todos Por Um (Tp1),Associação Todos Por Um  (Tp1)"
mz-tecnologia,Mz Tecnologia,associacão-todos-por-um-tp1,
universidad-nacional-de-rio-negro,Universidad Nacional De Rio Negro.,desarrollo-de-una-aplicacion-digital-para-integrar-a-sectores-sociales-excluidos-del-mercado-laboral,Desarrollo De Una Aplicación Digital Para Integrar A Sectores Sociales  Excluidos Del Mercado Laboral
arede,Arede,politica-sporte-club,Politica Sporte Club
asociacion-civil-por-la-igualdad-y-la-justicia-arg,ACIJ - Asociación Civil por la Igualdad y la Justicia,a-que-precio-un-observatorio-de-compras-publicas,A Qué Precio: Un Observatorio De Compras Públicas
asociacion-civil-por-la-igualdad-y-la-justicia-arg,ACIJ - Asociación Civil por la Igualdad y la Justicia,caminos-de-la-villa,Caminos De La Villa
asociacion-civil-por-la-igualdad-y-la-justicia-arg,ACIJ - Asociación Civil por la Igualdad y la Justicia,concursos-transparentes,Concursos Transparentes
asociacion-civil-por-la-igualdad-y-la-justicia-arg,ACIJ - Asociación Civil por la Igualdad y la Justicia,a-que-precio,A qué precio
asociacion-civil-por-la-igualdad-y-la-justicia-arg,ACIJ - Asociación Civil por la Igualdad y la Justicia,cdlv-el-monitor-de-los-procesos-de-urbanizacion-de-villas,Cdlv: El Monitor De Los Procesos De Urbanización De Villas
asociacion-civil-por-la-igualdad-y-la-justicia-arg,ACIJ - Asociación Civil por la Igualdad y la Justicia,acij,ACIJ
asociacion-civil-por-la-igualdad-y-la-justicia-arg,ACIJ - Asociación Civil por la Igualdad y la Justicia,dbjj-abiertas,Dbjj Abiertas
fundacion-inhoy,Fundación Inhoy,informacion-inclusiva-y-participativa-para-todos,Información Inclusiva Y Participativa Para ¨Todos¨
civitatis-consultoria-e-assessoria-educacional-ltda,Civitatis Consultoria E Assessoria Educacional Ltda,politica-na-pratica,Política Na Prática
associacão-casa-fluminense,Associação Casa Fluminense,mobilidade-urbana-aberta,
associacão-casa-fluminense,Associação Casa Fluminense,mobilidade-urbana-aberta,Mobilidade Urbana Aberta
centro-de-desarrollo-sostenible,Centro De Desarrollo Sostenible,compras-publicas-transparentes,Compras Públicas Transparentes
fundacion-paraguaya,Fundación Paraguaya,visualizacion-de-los-resultados-del-semaforo-de-eliminacion-de-pobreza,Visualizacion De Los Resultados Del Semáforo De Eliminación De Pobreza
centro-de-assessoria-multiprofissional,Centro De Assessoria Multiprofissional,plataforma-fazer-solidario-conectando-praticas-economicas-alternativas,Plataforma Fazer Solidário: Conectando Práticas Econômicas Alternativas
instituto-floresta-tropical,Instituto Floresta Tropical,plataforma-de-seguimiento-de-la-gestion-forestal-comunitaria-uso-multiple-uso-sostenible-de-unidades-de-conservacion-en-la-amazonia-brasiliera,Plataforma De Seguimiento De La Gestión Forestal Comunitaria Uso Múltiple Uso Sostenible De Unidades De Conservación En La Amazonía Brasiliera
fluxo,Fluxo,libre,Libre
cuestion-publica,Cuestión Pública,sabemos-lo-que-hiciste,Sabemos lo que hiciste la legislatura pasada
fundacion-nacional-para-el-desarrollo-funde,Fundación Nacional Para El Desarrollo (Funde),obras-de-mi-ciudad,Obras De Mi Ciudad
sebuscan-sas,Sebuscan Sas,sebuscan,Sebuscan
atrelar-s-a-dynamizeit,ATRELAR S.A. (DynamizeIT),plataforma-para-el-monitoreo-de-parametros-de-salud-y-de-actividad-del-adulto-mayor,
fundacion-bit,Fundación Bit,appcesible,Appcesible
fundacion-bit,Fundación Bit,planeadores-ciudadanos,Planeadores Ciudadanos
fundacion-bit,Fundación Bit,planeadores-ciudadanos,
cobracriada,Cobracriada,ozzymandhas-jornalismo-colaborativo,Ozzymandhas - Jornalismo Colaborativo
nuestra-mendoza,Nuestra Mendoza,innovacion-civica-para-la-mejora-del-transporte-publico-en-mendoza,Innovación Cívica Para La Mejora Del Transporte Público En Mendoza
fundacão-darcy-ribeiro,Fundação Darcy Ribeiro,plataforma-digital-do-livro-aos-trancos-e-barrancos-como-o-brasil-deu-no-que-deu-de-darcy-ribeiro,"Plataforma Digital Do Livro \Aos Trancos E Barrancos: Como O Brasil Deu No Que Deu\"", De Darcy Ribeiro"""
rokode-digital,Rokode Digital,belisar-io,Belisar.Io
asociacion-horizonte-positivo,Asociación Horizonte Positivo,combate-a-la-pobreza-multidimensional-mediante-alianzas-publico-privadas,Combate A La Pobreza Multidimensional Mediante Alianzas Público Privadas
oneeyeant,Oneeyeant,la-vidriera-del-emprendedor,La Vidriera Del Emprendedor
fundapi,Fundapi,arteria-activa-responde-transforma,"Arteria: Activa, Responde, Transforma."
fundapi,Fundapi,,
fundapi,Fundapi,concejo-abierto,Concejo Abierto
municipalidad-san-jose-del-idolo-suchitepequez-guatemala,"Municipalidad San José Del Ídolo Suchitepéquez, Guatemala",desarrollos-territoriales-rurales-municipales-auto-sostenibles,Desarrollos Territoriales Rurales Municipales Auto Sostenibles
centro-universitario-de-belo-horizonte,Centro Universitário De Belo Horizonte,celulas-solares-a-partir-de-compostos-reutilizados-de-pilhas-não-alcalinas,Células Solares A Partir De Compostos Reutilizados De Pilhas Não Alcalinas
centro-universitario-de-belo-horizonte,Centro Universitário De Belo Horizonte,desenvolvimiento-de-tecnologia-verde-d,Desenvolvimiento De Tecnología Verde D
themis-genero-justica-e-direitos-humanos,"Themis Gênero, Justiça E Direitos Humanos",plp-2-0-tecnologia-social-en-el-enfrentamiento-a-la-violencia-contra-las-mujeres,Plp 2.0 - Tecnología Social En El Enfrentamiento A La Violencia Contra Las Mujeres
mingarã-asociacion-para-el-desarrollo-sustentable,Mingarã. Asociación Para El Desarrollo Sustentable,aguapps-gestion-participativa-del-agua-para-el-chaco,Aguapps: Gestión Participativa Del Agua Para El Chaco
asociacion-civil-japiqay-memoria-y-ciudadana,"Asociación Civil Japiqay, Memoria y Ciudadana",os-conoces-mapeando-el-poder,
atix-labs-srl,Atix Labs Srl,tengo-la-palabra,Tengo La Palabra
olabi,Olabi,olabi,Olabi
corporacion-cientificas-de-datos,Corporación Científicas De Datos,datathon-latam,Datathon Latam
instituto-de-politicas-para-el-transporte-y-el-desarrollo-itdp,Instituto De Políticas Para El Transporte Y El Desarrollo (Itdp),plataforma-ciudadana-de-seguridad-vial-para-la-ciudad-de-mexico,Plataforma Ciudadana De Seguridad Vial Para La Ciudad De México
escuela-de-datos,Escuela de Datos,sin-nombre,Sin Nombre
asociacion-nacional-de-directores-de-bibliotecas-redes-y-servicios-de-informacion-del-sector-academico-universitario-y-de-investigacion-anabisai,"Asociación Nacional De Directores De Bibliotecas, Redes Y Servicios De Información Del Sector Académico, Universitario Y De Investigación (Anabisai)",creacion-de-repositorios-institucionales-en-las-universidades-publicas-venezolanas-para-democratizar-el-acceso-a-la-informacion,Creación De Repositorios Institucionales En Las Universidades Públicas Venezolanas Para Democratizar El Acceso A La Información
movilizatorio,Movilizatorio,az-en-construccion,
movilizatorio,Movilizatorio,paz-en-construccion,Paz En Construcción
movilizatorio,Movilizatorio,tecnologia-civica-para-una-sociedad-conectada-y-participativa,Tecnología Cívica Para Una Sociedad Conectada Y Participativa.
muove-brasil,Muove Brasil,muove-brasil,Muove Brasil
movimiento-civico-nacional,Movimiento Cívico Nacional,denunciapp-gt,Denunciapp Gt
fundacion-medialab-quito,Fundación Medialab Quito,mi-emprendimiento-abierto,Mi Emprendimiento Abierto
centro-de-justicia-y-paz-cepaz,Centro De Justicia Y Paz - Cepaz,red-de-activistas-ciudadanos-por-los-derechos-humanos-activismo-digital,Red De Activistas Ciudadanos Por Los Derechos Humanos - Activismo Digital
rosario-mobile-apps,Rosario Mobile Apps,movialidad,Movialidad
receita-federal,Receita Federal,startup-rei,Startup Rei
estudio-manati-s-a,Estudio Manatí S.A.,red-pais-una-plataforma-para-articular-el-progreso-social,Red País. Una Plataforma Para Articular El Progreso Social.
centro-de-participacion-y-ciudadania-ciudadanos-al-dia-ciudadanos-al-dia,"Centro De Participación Y Ciudadanía - Ciudadanos Al Día,Ciudadanos Al Día",plataforma-para-la-evaluacion-y-monitoreo-de-calidad-en-la-atencion-en-instituciones-publicas,Plataforma Para La Evaluación Y Monitoreo De Calidad En La Atención En Instituciones Públicas
fundacion-ciudadania-y-desarrollo,Fundación Ciudadania Y Desarrollo,decretazo-ec,Decretazo.Ec
fundacion-ciudadania-y-desarrollo,Fundación Ciudadania Y Desarrollo,transparencia-y-desarrollo-civico-en-ecuador,Transparencia Y Desarrollo Cívico En Ecuador
corporacion-cobeii,Corporación Cobeii,acercamiento-de-la-comunidad-mas-vulnerable-del-municipio-de-molagavita-santander-colombia,Acercamiento De La Comunidad Mas Vulnerable Del Municipio De Molagavita (Santander – Colombia)
eixo-publico-consultoria-junior,Eixo Público - Consultoria Júnior,ligando-os-pontos,Ligando Os Pontos
asociacion-chilena-de-proteccion-de-la-familia-aprofa,Asociación Chilena De Protección De La Familia - Aprofa,cresta-app,Cresta App
periodista-virtual,Periodista Virtual,100-jovenes-periodistas-todo-bolivia-periodista-virtual,100 Jovenes Periodistas Todo Bolivia - Periodista Virtual
transparencia-brasil,Transparência Brasil,transparencia-nas-licitacões,Transparência Nas Licitações
ciudadania-inteligente,Ciudadanía Inteligente,hay-acuerdos,Hay Acuerdos
ciudadania-inteligente,Ciudadanía Inteligente,congreso-abierto-chile,Congreso Abierto Chile
ciudadania-inteligente,Ciudadanía Inteligente,dichoalhecho,Dichoalhecho
ciudadania-inteligente,Ciudadanía Inteligente,ciudadano-inteligente,Ciudadano Inteligente
run-run-es,Run Run Es,monitor-victimas,
central-del-movimiento-de-trabajadores-costarricenses-cmtc,Central Del Movimiento De Trabajadores Costarricenses -Cmtc-,migranet-respaldo,Migranet-Respaldo
direccion-general-de-informatica-de-la-municipalidad-de-rosario,Dirección General De Informática De La Municipalidad De Rosario,movialidad,Movialidad
fundacion-nuevas-contingencias-sociales,Fundación Nuevas Contingencias Sociales,desarrollo-de-proyectos-de-placemaking-creativos-desde-comunidades,Desarrollo De Proyectos De Placemaking Creativos Desde Comunidades
fundacion-nuevas-contingencias-sociales,Fundación Nuevas Contingencias Sociales,fundacion-nuevas-contingencias-sociales,Fundación Nuevas Contingencias Sociales
cooperativa-de-trabajo-tecnomatica-limitada,Cooperativa De Trabajo Tecnomática Limitada,jujuy-colaborativo,Jujuy Colaborativo
plaza-publica,Plaza Pública,plaza-publica,Plaza Publica
plaza-publica,Plaza Pública,congreso-en-datos,Congreso En Datos
plaza-publica,Plaza Pública,creacion-de-chileleaks-centroamericaleaks-y-latamleaks-coordinadora-regional-de-las-plataformas-de-whistleblowing,
plaza-publica,Plaza Pública,mapas-y-datos,Mapas Y Datos
plaza-publica,Plaza Pública,creacion-de-chileleaks-centroamericaleaks-y-latamleaks-coordinadora-regional-de-las-plataformas-de-whistleblowing,"Creación De Chileleaks, Centroaméricaleaks Y  Latamleaks, Coordinadora Regional De Las Plataformas De Whistleblowing."
unidad-investigacion-periodistica,Unidad de Investigación Periodística,reescribiendo-vidas,Reescribiendo Vidas
unidad-investigacion-periodistica,Unidad de Investigación Periodística,minas-antipersona,Minas Antipersonal: Amenaza bajo los pies colombianos
unidad-investigacion-periodistica,Unidad de Investigación Periodística,eventos-naturales,Eventos naturales en Colombia
unidad-investigacion-periodistica,Unidad de Investigación Periodística,guerra-y-escuela-i,La Guerra va a la escuela
unidad-investigacion-periodistica,Unidad de Investigación Periodística,guerra-y-escuela-ii,La Guerra va a la escuela II
comunidad-huerta,Comunidad Huerta,comunidad-huerta,Comunidad Huerta
open-knowledge-brasil,Open Knowledge Brasil,pedidos-de-informacão-publica-anonimos,Pedidos De Informação Pública Anônimos
open-knowledge-brasil,Open Knowledge Brasil,escola-de-dados,Escola De Dados
open-knowledge-brasil,Open Knowledge Brasil,open-spending-brasil,Open Spending Brasil
open-knowledge-brasil,Open Knowledge Brasil,open-knowledge-brasil,Open Knowledge Brasil
open-knowledge-brasil,Open Knowledge Brasil,operacion-serenata-de-amor,Operación Serenata De Amor
transparencia-por-colombia,Transparencia por Colombia,corruptour-ds-tpc,
transparencia-por-colombia,Transparencia por Colombia,hackeando-la-corrupcion-con-voz-ciudadana,Hackeando La Corrupción Con Voz Ciudadana
instituto-cordial,Instituto Cordial,rede-cordial,Rede Cordial
municipio-de-yopal,Municipio De Yopal,sistematizacion-de-la-gestion-y-divulgacion-de-la-informacion-publica-de-ordenamiento-territorial-del-municipio-de-yopal,Sistematización De La Gestión Y Divulgación De La Información Pública De Ordenamiento Territorial Del Municipio De Yopal
instituto-cidade-democra-tica,Instituto Cidade Democra´Tica,empurrando-juntos,Empurrando Juntos
fundacion-por-una-carrera,Fundación Por Una Carrera,buscador-de-becas-online,Buscador De Becas Online
corporacion-programa-de-desarrollo-para-la-paz,Corporación Programa De Desarrollo Para La Paz,politeia-y-control-social,Politeia Y Control Social
ciudadanos-al-dia,Ciudadanos al Día,potenciando-una-comunidad-de-datos-para-el-desarrollo-sostenible-en-peru,Potenciando Una Comunidad De Datos Para El Desarrollo Sostenible En Perú
centro-de-educacão-e-assessoria-popular-mauriti-ce,Centro De Educação E Assessoria Popular Mauriti-Ce,projeto-guardiões-do-cariri-cidade-modelo-mauriti-ce,Projeto Guardiões Do Cariri - Cidade Modelo Mauriti-Ce
hack-hackers-asuncion,Hack Hackers Asuncion,hack-hackers-asuncion,Hack Hackers Asuncion
reporter-brasil,Repórter Brasil,campo-em-guerra,Campo em Guerra
reporter-brasil,Repórter Brasil,os-caminhos-sinuosos-de-suape,Os caminhos sinuosos de Suape
reporter-brasil,Repórter Brasil,e-hora-de-ouvi-los,É hora de ouvi los
reporter-brasil,Repórter Brasil,100-anos-de-servidao,100 anos de servidão
reporter-brasil,Repórter Brasil,alerta-de-enchentes-na-amazonia,Alerta De Enchentes Na Amazônia
reporter-brasil,Repórter Brasil,o-acre,Acre
reporter-brasil,Repórter Brasil,dourada,A dourada
reporter-brasil,Repórter Brasil,fazenda-brasil-verde,Fazenda Brasil Verde
reporter-brasil,Repórter Brasil,moedo-gente,Moendo Gente
reporter-brasil,Repórter Brasil,ruralometro,"Ruralömetro, Medindo a febre ruralista na Cämara do Deputados"
reporter-brasil,Repórter Brasil,hidreletricas,Hidrelétricas avançam sobre a Amazônia
enredo,Enredo,sin-nombre,Sin Nombre
icij,International Consortium of Investigative Journalists,panama-papers,Panama Papers
icij,International Consortium of Investigative Journalists,paradise-papers,Paradise Papers
fundacion-tres-cocos,Fundación Tres Cocos,tres-cocos-analisis-digital-del-realismo-magico,Tres Cocos: Análisis Digital Del Realismo Mágico.
nucleo-digital-nucleo-digital,"Núcleo Digital,Nucleo Digital",synchronicity,Synchronicity
nucleo-digital-nucleo-digital,"Núcleo Digital,Nucleo Digital",pinghacker,Pinghacker
nucleo-digital-nucleo-digital,"Núcleo Digital,Nucleo Digital",monitor-de-metas,Monitor De Metas
instituto-nossa-ilheus,Instituto Nossa Ilhéus,mobilidade-urbana-aberta,
instituto-nossa-ilheus,Instituto Nossa Ilhéus,mobilidade-urbana-aberta,Mobilidade Urbana Aberta
fundacion-costa-rica-para-la-innovacion,Fundación Costa Rica Para La Innovación,programa-makernel-el-primer-makerspace-portatil-100-tico,Programa Makernel: El Primer Makerspace Portátil 100% Tico
uienmerepresenta,¿QuiénMeRepresenta?,uienmerepresenta,
fundacion-accion-cultural-loyola-aclo,Fundación Acción Cultural Loyola (Aclo),monitoreo-y-seguimiento-de-temas-medio-ambientales-en-el-sur-de-bolivia-chuquisaca-tarija-potosi-y-chaco,"Monitoreo Y Seguimiento De Temas Medio Ambientales En El Sur De Bolivia (Chuquisaca, Tarija, Potosí Y Chaco)."
fundacion-accion-cultural-loyola-aclo,Fundación Acción Cultural Loyola (Aclo),1-monitoreo-y-seguimiento-de-temas-medio-ambientales-en-el-sur-de-bolivia-chuquisaca-tarija-potosi-y-chaco,
rutas-del-conflicto,Rutas del Conflicto,yo-sobrevivi,Yo Sobreviví
rutas-del-conflicto,Rutas del Conflicto,cartografia-del-conflicto,Cartografía del Conflicto
rutas-del-conflicto,Rutas del Conflicto,rios-vida-muerte,Ríos de vida y muerte
rutas-del-conflicto,Rutas del Conflicto,la-paz-en-el-terreno,La Paz en el Terreno
rutas-del-conflicto,Rutas del Conflicto,acuatenientes,Los Acuatenientes
rutas-del-conflicto,Rutas del Conflicto,por-una-vida-sin-coca,Chupave: por una vida sin coca
borde-politico-a-c,Borde Político A.C.,plataforma-digital-de-participacion-ciudadana-en-congresos-locales,Plataforma Digital De Participación Ciudadana En Congresos Locales
borde-politico-a-c,Borde Político A.C.,plataforma-local-de-combate-a-la-corrupcion-y-participacion-ciudadana,Plataforma Local De Combate A La Corrupción Y Participación Ciudadana
facultad-de-comunicaciones-de-la-universidad-pontifica-de-chile,Facultad De Comunicaciones De La Universidad Pontifica De Chile,sin-nombre,Sin Nombre
facultad-de-comunicaciones-de-la-universidad-pontifica-de-chile,Facultad De Comunicaciones De La Universidad Pontifica De Chile,dichoalhecho,Dichoalhecho
jovenes-contra-la-violencia-centroamerica,Jóvenes Contra La Violencia/Centroamérica,espantacacos,Espantacacos
jovenes-contra-la-violencia-centroamerica,Jóvenes Contra La Violencia/Centroamérica,comunidas-2-0,Comunidas 2.0
ctrl-s-a,CTRL S.A.,barometro-urbano-participativo,
directorio-legislativo,Directorio Legislativo,el-recorrido-tecnologia-ciudadana-para-mejorar-la-deteccion-temprana-del-cancer-en-el-sistema-publico-de-salud,El Recorrido: Tecnología Ciudadana Para Mejorar La Detección Temprana Del Cáncer En El Sistema Público De Salud.
directorio-legislativo,Directorio Legislativo,hecha-la-ley,Hecha La Ley
directorio-legislativo,Directorio Legislativo,dbjj-abiertas,Dbjj Abiertas
avina,Avina Americas,la-otra-trama,La Otra Trama
avina,Avina Americas,caminos-de-la-villa,Caminos De La Villa
avina,Avina Americas,banco-mundial,Banco Mundial
avina,Avina Americas,sin-nombre,Sin Nombre
avina,Avina Americas,datea-pe,Datea.Pe
fundacion-democracia-y-desarrollo,Fundación Democracia Y Desarrollo,entre-vecinos,Entre Vecinos
la-voz-de-guanacaste,La Voz De Guanacaste,guanadata-2-0,Guanadata 2.0
foro-de-periodismo-argentino,Foro de Periodismo Argentino,monitoreo-de-libertad-de-expresion,Monitoreo de Libertad de Expresión
hacklab-servicos-de-tecnologia-ltda,Hacklab Serviços de Tecnologia LTDA.,plataforma-brasil-compra-cidadão-fiscaliza,Plataforma Brasil Compra & Cidadão Fiscaliza
fgv-gdhee-grupo-de-pesquisa-aplicada-em-direitos-humanos-e-empresas-da-fundacão-getulio-vargas,Fgv.Gdhee - Grupo De Pesquisa Aplicada Em Direitos Humanos E Empresas Da Fundação Getulio Vargas,sagui-sistema-de-escucha-monitoreo-y-alerta-sobre-riesgos-y-impactos-de-grandes-emprendimientos-en-los-derechos-de-las-comunidades-locales,"Sagui: Sistema De Escucha, Monitoreo Y Alerta Sobre Riesgos Y Impactos De Grandes Emprendimientos En Los Derechos De Las Comunidades Locales"
random-monkey-sas,Random Monkey SAS,datasketch,
animal-s-de-r-l-de-c-v,Animal S. De R.L. De C.V,buscandonos,Buscándonos
instituto-veredas,Instituto Veredas,fact-check-para-projetos-de-lei-e-politicas-publicas-informados-por-evidencias,Fact-Check Para Projetos De Lei E Políticas Públicas Informados Por Evidências
cocreamos-s-a-s,Cocreamos S.A.S.,red-social-anti-corrupcion-con-accion-juridica-aplicapp,Red Social Anti-Corrupción Con Acción Jurídica (Aplicapp)
centro-eugenio-garza-sada,Centro Eugenio Garza Sada,soy-vecino,Soy Vecino
creathink,Creathink,plataforma-de-contraloria-social-para-la-mejora-de-los-servicios-publicos-municipales,Plataforma De Contralorìa Social Para La Mejora De Los Servicios Pùblicos Municipales
innovavista,Innovavista,compromiso-ciudadano,Compromiso Ciudadano
policia-nacional-del-ecuador,Policía Nacional Del Ecuador,tecnologia-y-datos-enlace-entre-la-poblacion-y-la-policia-nacional-del-ecuador,Tecnología Y Datos - Enlace Entre La Población Y La Policía Nacional Del Ecuador
hack-hackers-lima,Hack Hackers Lima,hack-hackers-lima,Hack Hackers Lima
yeeko-inteligencia-colectiva,Yeeko Inteligencia Colectiva,yeeko-inteligencia-colectiva,Yeeko Inteligencia Colectiva
diario-la-nacion,Diario La Nación,a-que-precio-un-observatorio-de-compras-publicas,A Qué Precio: Un Observatorio De Compras Públicas
diario-la-nacion,Diario La Nación,dbjj-abiertas,Dbjj Abiertas
diario-la-nacion,Diario La Nación,la-nacion-data,La Nacion Data
diario-la-nacion,Diario La Nación,voz-data,Voz Data
gobiernateac,Gobiernateac,gobiernateac,Gobiernateac
consejo-de-la-transparencia,Consejo De La Transparencia,infolobby,Infolobby
consejo-de-la-transparencia,Consejo De La Transparencia,portal-de-transparencia,Portal De Transparencia
consejo-de-la-transparencia,Consejo De La Transparencia,laboratorio-de-innovacii-n-de-transparencia,Laboratorio De Innovaciì_N De Transparencia
loomio-cooperative-limited,Loomio Cooperative Limited,enspiral-latinoamerica,Enspiral Latinoamerica
congreso-interactivo,Congreso Interactivo,congreso-interactivo,Congreso Interactivo
asesorias-e-inversiones-comunidades-ciudadanas-s-a,Asesorías E Inversiones Comunidades Ciudadanas S.A.,medios-de-periodismo-ciudadano-independientes-participativos-transparentes-de-alta-escalabilidad-e-impacto-social,"Medios De Periodismo Ciudadano, Independientes, Participativos, Transparentes, De Alta Escalabilidad E Impacto Social"
guegue-vasquez-cia-ltda,Guegue Vasquez Cia Ltda,por-mi-barrio-nicaragua,Por Mi Barrio Nicaragua
internet-of-government-iog,Internet Of Government (Iog),pleno-ciudadano,Pleno Ciudadano
sonora-ciudadana-ac,Sonora Ciudadana,ruta-de-las-medicinas,Ruta De Las Medicinas
asociacion-civil-para-la-construccion-de-un-gobierno-abierto,Asociación Civil Para La Construcción De Un Gobierno Abierto,estamos-cordoba-aplicaciones-para-una-administracion-relacional,Estamos Córdoba: Aplicaciones Para Una Administración Relacional
cultura-peru,Cultura Peru,culturaperu-org,Culturaperu.Org
cristian-damian-cazon,Cristian Damián Cazón,saludx,Saludx
municipalidad-de-san-jorge,Municipalidad De San Jorge,compromiso-ciudadano,Compromiso Ciudadano
municipio-verde,Municipio Verde,municipio-verde,Municipio Verde
fundacion-multitudes,Fundacion Multitudes,pasameeldato-com-escuela-de-dateras-ciudadanas,Pasameeldato.Com - Escuela De Dateras Ciudadanas
democracia-desarrollo-internacional-d-d-internacional,Democracia & Desarrollo Internacional (D&D Internacional),innovacion-y-apertura-en-las-politicas-publicas-innovapp,Innovación Y Apertura En Las Políticas Públicas (Innovapp)
capitulo-boliviano-de-derechos-humanos-democracia-y-desarrollo,"Capítulo Boliviano De Derechos Humanos, Democracia Y Desarrollo",tecnologias-y-derechos-humanos-lo-virtual-se-vuelve-material,"Tecnologías Y Derechos Humanos, Lo Virtual Se Vuelve Material"
la-data-mx,La Data,chiras-pelas,"Chiras Pelas, Calacas Flacas"
la-data-mx,La Data,terremotos-mexico,Terremotos en México 100 años y contando
la-data-mx,La Data,data-boxeo,La DATA del boxeo
la-data-mx,La Data,que-nos-paso,19/s ¿Qué nos pasó?
la-data-mx,La Data,violencia-mujeres,Violencia contra las mujeres
colnodo-asociacion-colombiana-de-organizaciones-no-gubernamentales-para-la-comunicacion-via-correo-electronico,Colnodo – Asociación Colombiana De Organizaciones No Gubernamentales Para La Comunicación Vía Correo Electrónico,munitic,Munitic
spaceshipslabs,Spaceshipslabs,contratobook-plataforma-de-auditoria-ciudadana,Contratobook: Plataforma De Auditoria Ciudadana
colivre-cooperativa-de-tecnologias-livres,Colivre - Cooperativa De Tecnologias Livres,noosfero-plataforma-web-livre-para-a-criacão-de-redes-sociais-autonomas-e-participacão-civica,Noosfero: Plataforma Web Livre Para A Criação De Redes Sociais Autônomas E Participação Cívica
pides-innovacion-social,Pides Innovación Social,labtam-plataforma-de-innovacion-publica-para-ciudades-en-latinoamerica,Labtam: Plataforma De Innovación Pública Para Ciudades En Latinoamérica
articulo-12-a-c-programa-sontusdatos,"Artículo 12, A.C. (Programa “Sontusdatos”)",consolidacion-del-portal-para-informantes-de-denuncias-anonimas-filtraciones-digitales-en-mexico-y-su-escalamiento-a-colombia-costa-rica-y-uruguay,"Consolidación Del Portal Para Informantes De Denuncias Anónimas “Filtraciones Digitales” En México Y Su Escalamiento A Colombia, Costa Rica Y Uruguay."
ariel-cabezas,Ariel Cabezas,red-colaborativa-para-el-desarrollo-de-la-economia-social,Red Colaborativa Para El Desarrollo De La Economía Social
fundacion-laboratorio-de-politicas-publicas-lpp,"Fundación Laboratorio De Políticas Públicas, Lpp",omo-viajamos-app-para-realizar-denuncias-y-reclamos-en-el-uso-del-transporte-publico-de-pasajeros-de-la-region-metropolitana-de-buenos-aires,¿Cómo Viajamos? App Para Realizar Denuncias Y Reclamos En El Uso Del Transporte Público De Pasajeros De La Región Metropolitana De Buenos Aires
gerico,Gerico,gerico-gestion-de-riesgo-de-colombia,Gerico Gestión De Riesgo De Colombia
acm-sim,Acm - Sim,bolivia-tech-hub-collaborative,Bolivia Tech Hub Collaborative
casa-fluminense,Casa Fluminense,cocozap,Cocozap
instituto-de-liderazgo-simone-de-beauvoir-a-c,Instituto De Liderazgo Simone De Beauvoir A.C.,hacia-la-igualdad-de-genero-a-traves-de-narrativas-digitales-innovadoras,Hacia La Igualdad De Género A Través De Narrativas Digitales Innovadoras
grupo-de-investigacion-de-sistemas-basados-en-el-conocimiento-universidad-tecnica-particular-de-loja,Grupo De Investigación De Sistemas Basados En El Conocimiento - Universidad Técnica Particular De Loja,observatorio-de-femicidios-en-latinoamerica-basado-en-datos-abiertos-enlazados-y-web-semantica-lod4vida-linked-open-data-por-la-vida,"Observatorio De Femicidios En Latinoamérica Basado En Datos Abiertos Enlazados Y Web Semántica (Lod4Vida, Linked Open Data Por La Vida)"
agenda-publica-agencia-de-analise-e-cooperacão-em-politicas-publicas,Agenda Pública - Agência De Análise E Cooperação Em Políticas Públicas,cidades-transparentes-inovacões-a-partir-de-dados-abertos,Cidades Transparentes: Inovações A Partir De Dados Abertos
corporacion-integral-de-innovacion-social-innovar,"""Corporación Integral De Innovación Social \""Innovar\""",agromas,Agromas
arequipa-te-queremos,"Arequipa, Te Queremos",red-peruana-por-ciudades-justas-democraticas-y-sustentables,"Red Peruana Por Ciudades Justas, Democráticas Y Sustentables"
secretaria-de-estado-dos-direitos-humanos-e-participacão-popular,Secretaria De Estado Dos Direitos Humanos E Participação Popular,noosfero-plataforma-web-livre-para-a-criacão-de-redes-sociais-autonomas-e-participacão-civica,Noosfero: Plataforma Web Livre Para A Criação De Redes Sociais Autônomas E Participação Cívica
suma,Sumá,suma-sistema-de-qualificacão-de-gestores-operadores-e-fornecedores-da-alimentacão-institucional,"Sumá - Sistema De Qualificação De Gestores, Operadores E Fornecedores Da Alimentação Institucional"
direccion-de-gobierno-abierto-y-datos-abiertos-de-la-provincia-de-buenos-aires,Dirección De Gobierno Abierto Y Datos Abiertos De La Provincia De Buenos Aires,herramienta-para-diseno-gestion-y-diagnostico-de-estrategia-para-gobiernos-locales-abiertos,"Herramienta Para Diseño, Gestión Y Diagnóstico De Estrategia Para Gobiernos Locales Abiertos"
dsarhoya-spa,Dsarhoya Spa,atentomuni,Atentomuni
