uid_org,uid,name
municipalidad-san-jose-del-idolo-suchitepequez-guatemala,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
municipalidad-san-jose-del-idolo-suchitepequez-guatemala,periodismo-de-datos,Periodismo de datos
centro-universitario-de-belo-horizonte,mapeo-ciudadano,Mapeo ciudadano
centro-universitario-de-belo-horizonte,compras-publicas,Compras públicas
centro-universitario-de-belo-horizonte,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
centro-universitario-de-belo-horizonte,participación-ciudadana,Participación ciudadana
centro-universitario-de-belo-horizonte,periodismo-de-datos,Periodismo de datos
themis-genero-justica-e-direitos-humanos,participación-ciudadana,Participación ciudadana
themis-genero-justica-e-direitos-humanos,otro,Otro
mingarã-asociacion-para-el-desarrollo-sustentable,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
mingarã-asociacion-para-el-desarrollo-sustentable,mapeo-ciudadano,Mapeo ciudadano
atix-labs-srl,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
atix-labs-srl,participación-ciudadana,Participación ciudadana
corporacion-cientificas-de-datos,mapeo-ciudadano,Mapeo ciudadano
corporacion-cientificas-de-datos,participación-ciudadana,Participación ciudadana
corporacion-cientificas-de-datos,periodismo-de-datos,Periodismo de datos
instituto-de-politicas-para-el-transporte-y-el-desarrollo-itdp,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
instituto-de-politicas-para-el-transporte-y-el-desarrollo-itdp,mapeo-ciudadano,Mapeo ciudadano
instituto-de-politicas-para-el-transporte-y-el-desarrollo-itdp,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
instituto-de-politicas-para-el-transporte-y-el-desarrollo-itdp,participación-ciudadana,Participación ciudadana
instituto-de-politicas-para-el-transporte-y-el-desarrollo-itdp,otro,Otro
instituto-de-politicas-para-el-transporte-y-el-desarrollo-itdp,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
instituto-de-politicas-para-el-transporte-y-el-desarrollo-itdp,periodismo-de-datos,Periodismo de datos
asociacion-nacional-de-directores-de-bibliotecas-redes-y-servicios-de-informacion-del-sector-academico-universitario-y-de-investigacion-anabisai,mapeo-ciudadano,Mapeo ciudadano
asociacion-nacional-de-directores-de-bibliotecas-redes-y-servicios-de-informacion-del-sector-academico-universitario-y-de-investigacion-anabisai,compras-publicas,Compras públicas
asociacion-nacional-de-directores-de-bibliotecas-redes-y-servicios-de-informacion-del-sector-academico-universitario-y-de-investigacion-anabisai,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
movilizatorio,mapeo-ciudadano,Mapeo ciudadano
movilizatorio,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
movilizatorio,participación-ciudadana,Participación ciudadana
muove-brasil,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
muove-brasil,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
muove-brasil,periodismo-de-datos,Periodismo de datos
movimiento-civico-nacional,participación-ciudadana,Participación ciudadana
movimiento-civico-nacional,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
fundacion-medialab-quito,mapeo-ciudadano,Mapeo ciudadano
fundacion-medialab-quito,participación-ciudadana,Participación ciudadana
fundacion-medialab-quito,otro,Otro
fundacion-medialab-quito,periodismo-de-datos,Periodismo de datos
centro-de-justicia-y-paz-cepaz,participación-ciudadana,Participación ciudadana
rosario-mobile-apps,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
rosario-mobile-apps,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
rosario-mobile-apps,participación-ciudadana,Participación ciudadana
rosario-mobile-apps,otro,Otro
rosario-mobile-apps,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
receita-federal,participación-ciudadana,Participación ciudadana
estudio-manati-s-a,mapeo-ciudadano,Mapeo ciudadano
estudio-manati-s-a,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
estudio-manati-s-a,participación-ciudadana,Participación ciudadana
estudio-manati-s-a,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
estudio-manati-s-a,periodismo-de-datos,Periodismo de datos
centro-de-participacion-y-ciudadania-ciudadanos-al-dia-ciudadanos-al-dia,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
centro-de-participacion-y-ciudadania-ciudadanos-al-dia-ciudadanos-al-dia,compras-publicas,Compras públicas
centro-de-participacion-y-ciudadania-ciudadanos-al-dia-ciudadanos-al-dia,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
centro-de-participacion-y-ciudadania-ciudadanos-al-dia-ciudadanos-al-dia,participación-ciudadana,Participación ciudadana
centro-de-participacion-y-ciudadania-ciudadanos-al-dia-ciudadanos-al-dia,periodismo-de-datos,Periodismo de datos
fundacion-ciudadania-y-desarrollo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-ciudadania-y-desarrollo,participación-ciudadana,Participación ciudadana
fundacion-ciudadania-y-desarrollo,otro,Otro
fundacion-ciudadania-y-desarrollo,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
fundacion-ciudadania-y-desarrollo,periodismo-de-datos,Periodismo de datos
corporacion-cobeii,otro,Otro
eixo-publico-consultoria-junior,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
eixo-publico-consultoria-junior,mapeo-ciudadano,Mapeo ciudadano
eixo-publico-consultoria-junior,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
asociacion-chilena-de-proteccion-de-la-familia-aprofa,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
asociacion-chilena-de-proteccion-de-la-familia-aprofa,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
asociacion-chilena-de-proteccion-de-la-familia-aprofa,participación-ciudadana,Participación ciudadana
asociacion-chilena-de-proteccion-de-la-familia-aprofa,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
asociacion-chilena-de-proteccion-de-la-familia-aprofa,periodismo-de-datos,Periodismo de datos
transparencia-brasil,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
transparencia-brasil,mapeo-ciudadano,Mapeo ciudadano
transparencia-brasil,compras-publicas,Compras públicas
transparencia-brasil,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
transparencia-brasil,participación-ciudadana,Participación ciudadana
transparencia-brasil,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
transparencia-brasil,periodismo-de-datos,Periodismo de datos
central-del-movimiento-de-trabajadores-costarricenses-cmtc,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
central-del-movimiento-de-trabajadores-costarricenses-cmtc,participación-ciudadana,Participación ciudadana
direccion-general-de-informatica-de-la-municipalidad-de-rosario,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
direccion-general-de-informatica-de-la-municipalidad-de-rosario,mapeo-ciudadano,Mapeo ciudadano
direccion-general-de-informatica-de-la-municipalidad-de-rosario,compras-publicas,Compras públicas
direccion-general-de-informatica-de-la-municipalidad-de-rosario,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
direccion-general-de-informatica-de-la-municipalidad-de-rosario,participación-ciudadana,Participación ciudadana
direccion-general-de-informatica-de-la-municipalidad-de-rosario,otro,Otro
fundacion-nuevas-contingencias-sociales,otro,Otro
cooperativa-de-trabajo-tecnomatica-limitada,mapeo-ciudadano,Mapeo ciudadano
cooperativa-de-trabajo-tecnomatica-limitada,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
cooperativa-de-trabajo-tecnomatica-limitada,participación-ciudadana,Participación ciudadana
cooperativa-de-trabajo-tecnomatica-limitada,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
plaza-publica,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plaza-publica,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
plaza-publica,periodismo-de-datos,Periodismo de datos
comunidad-huerta,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
comunidad-huerta,participación-ciudadana,Participación ciudadana
transparencia-por-colombia,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
transparencia-por-colombia,participación-ciudadana,Participación ciudadana
instituto-cordial,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
instituto-cordial,mapeo-ciudadano,Mapeo ciudadano
instituto-cordial,participación-ciudadana,Participación ciudadana
municipio-de-yopal,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
municipio-de-yopal,mapeo-ciudadano,Mapeo ciudadano
municipio-de-yopal,compras-publicas,Compras públicas
municipio-de-yopal,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
municipio-de-yopal,participación-ciudadana,Participación ciudadana
municipio-de-yopal,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
municipio-de-yopal,periodismo-de-datos,Periodismo de datos
instituto-cidade-democra-tica,participación-ciudadana,Participación ciudadana
fundacion-por-una-carrera,otro,Otro
corporacion-programa-de-desarrollo-para-la-paz,participación-ciudadana,Participación ciudadana
corporacion-programa-de-desarrollo-para-la-paz,periodismo-de-datos,Periodismo de datos
centro-de-educacão-e-assessoria-popular-mauriti-ce,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
centro-de-educacão-e-assessoria-popular-mauriti-ce,mapeo-ciudadano,Mapeo ciudadano
centro-de-educacão-e-assessoria-popular-mauriti-ce,compras-publicas,Compras públicas
centro-de-educacão-e-assessoria-popular-mauriti-ce,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
centro-de-educacão-e-assessoria-popular-mauriti-ce,participación-ciudadana,Participación ciudadana
centro-de-educacão-e-assessoria-popular-mauriti-ce,otro,Otro
centro-de-educacão-e-assessoria-popular-mauriti-ce,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
centro-de-educacão-e-assessoria-popular-mauriti-ce,periodismo-de-datos,Periodismo de datos
reporter-brasil,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
reporter-brasil,periodismo-de-datos,Periodismo de datos
fundacion-tres-cocos,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
fundacion-tres-cocos,mapeo-ciudadano,Mapeo ciudadano
fundacion-tres-cocos,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-tres-cocos,participación-ciudadana,Participación ciudadana
nucleo-digital-nucleo-digital,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
nucleo-digital-nucleo-digital,mapeo-ciudadano,Mapeo ciudadano
nucleo-digital-nucleo-digital,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
nucleo-digital-nucleo-digital,participación-ciudadana,Participación ciudadana
nucleo-digital-nucleo-digital,otro,Otro
nucleo-digital-nucleo-digital,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
nucleo-digital-nucleo-digital,periodismo-de-datos,Periodismo de datos
instituto-nossa-ilheus,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
instituto-nossa-ilheus,mapeo-ciudadano,Mapeo ciudadano
instituto-nossa-ilheus,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
instituto-nossa-ilheus,participación-ciudadana,Participación ciudadana
instituto-nossa-ilheus,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
fundacion-costa-rica-para-la-innovacion,participación-ciudadana,Participación ciudadana
fundacion-accion-cultural-loyola-aclo,participación-ciudadana,Participación ciudadana
fundacion-accion-cultural-loyola-aclo,periodismo-de-datos,Periodismo de datos
borde-politico-a-c,mapeo-ciudadano,Mapeo ciudadano
borde-politico-a-c,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
borde-politico-a-c,participación-ciudadana,Participación ciudadana
borde-politico-a-c,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
borde-politico-a-c,periodismo-de-datos,Periodismo de datos
jovenes-contra-la-violencia-centroamerica,mapeo-ciudadano,Mapeo ciudadano
jovenes-contra-la-violencia-centroamerica,participación-ciudadana,Participación ciudadana
jovenes-contra-la-violencia-centroamerica,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
directorio-legislativo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
directorio-legislativo,participación-ciudadana,Participación ciudadana
directorio-legislativo,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
fundacion-democracia-y-desarrollo,mapeo-ciudadano,Mapeo ciudadano
fundacion-democracia-y-desarrollo,participación-ciudadana,Participación ciudadana
la-voz-de-guanacaste,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
la-voz-de-guanacaste,participación-ciudadana,Participación ciudadana
la-voz-de-guanacaste,periodismo-de-datos,Periodismo de datos
hacklab-servicos-de-tecnologia-ltda,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
hacklab-servicos-de-tecnologia-ltda,mapeo-ciudadano,Mapeo ciudadano
hacklab-servicos-de-tecnologia-ltda,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
hacklab-servicos-de-tecnologia-ltda,participación-ciudadana,Participación ciudadana
hacklab-servicos-de-tecnologia-ltda,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
hacklab-servicos-de-tecnologia-ltda,periodismo-de-datos,Periodismo de datos
fgv-gdhee-grupo-de-pesquisa-aplicada-em-direitos-humanos-e-empresas-da-fundacão-getulio-vargas,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fgv-gdhee-grupo-de-pesquisa-aplicada-em-direitos-humanos-e-empresas-da-fundacão-getulio-vargas,participación-ciudadana,Participación ciudadana
animal-s-de-r-l-de-c-v,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
animal-s-de-r-l-de-c-v,mapeo-ciudadano,Mapeo ciudadano
animal-s-de-r-l-de-c-v,compras-publicas,Compras públicas
animal-s-de-r-l-de-c-v,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
animal-s-de-r-l-de-c-v,participación-ciudadana,Participación ciudadana
animal-s-de-r-l-de-c-v,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
animal-s-de-r-l-de-c-v,periodismo-de-datos,Periodismo de datos
instituto-veredas,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
instituto-veredas,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
instituto-veredas,participación-ciudadana,Participación ciudadana
instituto-veredas,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
cocreamos-s-a-s,participación-ciudadana,Participación ciudadana
cocreamos-s-a-s,otro,Otro
centro-eugenio-garza-sada,participación-ciudadana,Participación ciudadana
creathink,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
creathink,mapeo-ciudadano,Mapeo ciudadano
creathink,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
creathink,participación-ciudadana,Participación ciudadana
innovavista,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
innovavista,mapeo-ciudadano,Mapeo ciudadano
innovavista,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
innovavista,participación-ciudadana,Participación ciudadana
innovavista,otro,Otro
innovavista,periodismo-de-datos,Periodismo de datos
policia-nacional-del-ecuador,compras-publicas,Compras públicas
policia-nacional-del-ecuador,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
policia-nacional-del-ecuador,participación-ciudadana,Participación ciudadana
yeeko-inteligencia-colectiva,participación-ciudadana,Participación ciudadana
diario-la-nacion,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
diario-la-nacion,compras-publicas,Compras públicas
diario-la-nacion,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
diario-la-nacion,participación-ciudadana,Participación ciudadana
diario-la-nacion,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
diario-la-nacion,periodismo-de-datos,Periodismo de datos
loomio-cooperative-limited,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
loomio-cooperative-limited,participación-ciudadana,Participación ciudadana
asesorias-e-inversiones-comunidades-ciudadanas-s-a,participación-ciudadana,Participación ciudadana
asesorias-e-inversiones-comunidades-ciudadanas-s-a,otro,Otro
guegue-vasquez-cia-ltda,mapeo-ciudadano,Mapeo ciudadano
guegue-vasquez-cia-ltda,compras-publicas,Compras públicas
guegue-vasquez-cia-ltda,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
guegue-vasquez-cia-ltda,participación-ciudadana,Participación ciudadana
guegue-vasquez-cia-ltda,otro,Otro
guegue-vasquez-cia-ltda,periodismo-de-datos,Periodismo de datos
internet-of-government-iog,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
internet-of-government-iog,mapeo-ciudadano,Mapeo ciudadano
internet-of-government-iog,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
internet-of-government-iog,participación-ciudadana,Participación ciudadana
internet-of-government-iog,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
sonora-ciudadana-ac,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
sonora-ciudadana-ac,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
sonora-ciudadana-ac,participación-ciudadana,Participación ciudadana
sonora-ciudadana-ac,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
asociacion-civil-para-la-construccion-de-un-gobierno-abierto,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
asociacion-civil-para-la-construccion-de-un-gobierno-abierto,participación-ciudadana,Participación ciudadana
cristian-damian-cazon,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
municipalidad-de-san-jorge,participación-ciudadana,Participación ciudadana
municipio-verde,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
municipio-verde,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
municipio-verde,participación-ciudadana,Participación ciudadana
fundacion-multitudes,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
fundacion-multitudes,compras-publicas,Compras públicas
fundacion-multitudes,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-multitudes,participación-ciudadana,Participación ciudadana
fundacion-multitudes,otro,Otro
democracia-desarrollo-internacional-d-d-internacional,mapeo-ciudadano,Mapeo ciudadano
democracia-desarrollo-internacional-d-d-internacional,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
democracia-desarrollo-internacional-d-d-internacional,participación-ciudadana,Participación ciudadana
democracia-desarrollo-internacional-d-d-internacional,otro,Otro
capitulo-boliviano-de-derechos-humanos-democracia-y-desarrollo,participación-ciudadana,Participación ciudadana
capitulo-boliviano-de-derechos-humanos-democracia-y-desarrollo,otro,Otro
colnodo-asociacion-colombiana-de-organizaciones-no-gubernamentales-para-la-comunicacion-via-correo-electronico,mapeo-ciudadano,Mapeo ciudadano
colnodo-asociacion-colombiana-de-organizaciones-no-gubernamentales-para-la-comunicacion-via-correo-electronico,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
colnodo-asociacion-colombiana-de-organizaciones-no-gubernamentales-para-la-comunicacion-via-correo-electronico,participación-ciudadana,Participación ciudadana
spaceshipslabs,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
spaceshipslabs,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
spaceshipslabs,participación-ciudadana,Participación ciudadana
spaceshipslabs,periodismo-de-datos,Periodismo de datos
colivre-cooperativa-de-tecnologias-livres,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
colivre-cooperativa-de-tecnologias-livres,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
colivre-cooperativa-de-tecnologias-livres,participación-ciudadana,Participación ciudadana
pides-innovacion-social,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
pides-innovacion-social,mapeo-ciudadano,Mapeo ciudadano
pides-innovacion-social,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
pides-innovacion-social,participación-ciudadana,Participación ciudadana
articulo-12-a-c-programa-sontusdatos,participación-ciudadana,Participación ciudadana
articulo-12-a-c-programa-sontusdatos,otro,Otro
articulo-12-a-c-programa-sontusdatos,periodismo-de-datos,Periodismo de datos
ariel-cabezas,mapeo-ciudadano,Mapeo ciudadano
ariel-cabezas,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
ariel-cabezas,participación-ciudadana,Participación ciudadana
ariel-cabezas,periodismo-de-datos,Periodismo de datos
fundacion-laboratorio-de-politicas-publicas-lpp,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
fundacion-laboratorio-de-politicas-publicas-lpp,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-laboratorio-de-politicas-publicas-lpp,participación-ciudadana,Participación ciudadana
gerico,otro,Otro
acm-sim,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
acm-sim,mapeo-ciudadano,Mapeo ciudadano
acm-sim,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
acm-sim,participación-ciudadana,Participación ciudadana
acm-sim,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
acm-sim,periodismo-de-datos,Periodismo de datos
casa-fluminense,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
casa-fluminense,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
casa-fluminense,participación-ciudadana,Participación ciudadana
instituto-de-liderazgo-simone-de-beauvoir-a-c,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
instituto-de-liderazgo-simone-de-beauvoir-a-c,compras-publicas,Compras públicas
instituto-de-liderazgo-simone-de-beauvoir-a-c,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
instituto-de-liderazgo-simone-de-beauvoir-a-c,participación-ciudadana,Participación ciudadana
instituto-de-liderazgo-simone-de-beauvoir-a-c,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
instituto-de-liderazgo-simone-de-beauvoir-a-c,periodismo-de-datos,Periodismo de datos
grupo-de-investigacion-de-sistemas-basados-en-el-conocimiento-universidad-tecnica-particular-de-loja,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
grupo-de-investigacion-de-sistemas-basados-en-el-conocimiento-universidad-tecnica-particular-de-loja,otro,Otro
agenda-publica-agencia-de-analise-e-cooperacão-em-politicas-publicas,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
agenda-publica-agencia-de-analise-e-cooperacão-em-politicas-publicas,compras-publicas,Compras públicas
agenda-publica-agencia-de-analise-e-cooperacão-em-politicas-publicas,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
agenda-publica-agencia-de-analise-e-cooperacão-em-politicas-publicas,participación-ciudadana,Participación ciudadana
corporacion-integral-de-innovacion-social-innovar,mapeo-ciudadano,Mapeo ciudadano
corporacion-integral-de-innovacion-social-innovar,compras-publicas,Compras públicas
corporacion-integral-de-innovacion-social-innovar,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
corporacion-integral-de-innovacion-social-innovar,participación-ciudadana,Participación ciudadana
arequipa-te-queremos,otro,Otro
secretaria-de-estado-dos-direitos-humanos-e-participacão-popular,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
secretaria-de-estado-dos-direitos-humanos-e-participacão-popular,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
secretaria-de-estado-dos-direitos-humanos-e-participacão-popular,participación-ciudadana,Participación ciudadana
suma,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
suma,compras-publicas,Compras públicas
direccion-de-gobierno-abierto-y-datos-abiertos-de-la-provincia-de-buenos-aires,mapeo-ciudadano,Mapeo ciudadano
direccion-de-gobierno-abierto-y-datos-abiertos-de-la-provincia-de-buenos-aires,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
direccion-de-gobierno-abierto-y-datos-abiertos-de-la-provincia-de-buenos-aires,participación-ciudadana,Participación ciudadana
dsarhoya-spa,mapeo-ciudadano,Mapeo ciudadano
dsarhoya-spa,participación-ciudadana,Participación ciudadana
icom-instituto-comunitario-grande-florianopolis,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
icom-instituto-comunitario-grande-florianopolis,participación-ciudadana,Participación ciudadana
tannder-corp,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
tannder-corp,participación-ciudadana,Participación ciudadana
tannder-corp,otro,Otro
emagic,compras-publicas,Compras públicas
emagic,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
emagic,participación-ciudadana,Participación ciudadana
asociacion-civil-japiqay,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
asociacion-civil-japiqay,otro,Otro
asociacion-civil-japiqay,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
asociacion-civil-japiqay,periodismo-de-datos,Periodismo de datos
asociacion-chilena-de-voluntarios,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
asociacion-chilena-de-voluntarios,participación-ciudadana,Participación ciudadana
open-knowledge-foundation-brasil,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
open-knowledge-foundation-brasil,mapeo-ciudadano,Mapeo ciudadano
open-knowledge-foundation-brasil,compras-publicas,Compras públicas
open-knowledge-foundation-brasil,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
open-knowledge-foundation-brasil,participación-ciudadana,Participación ciudadana
open-knowledge-foundation-brasil,otro,Otro
open-knowledge-foundation-brasil,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
open-knowledge-foundation-brasil,periodismo-de-datos,Periodismo de datos
mega-cities,otro,Otro
troca-gestão-social-para-a-sustentabilidade,otro,Otro
cityflag-sapi-de-cv,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
cityflag-sapi-de-cv,mapeo-ciudadano,Mapeo ciudadano
cityflag-sapi-de-cv,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
cityflag-sapi-de-cv,participación-ciudadana,Participación ciudadana
cityflag-sapi-de-cv,periodismo-de-datos,Periodismo de datos
cemoplaf,mapeo-ciudadano,Mapeo ciudadano
cemoplaf,otro,Otro
cemoplaf,periodismo-de-datos,Periodismo de datos
sociedad-peruana-de-derecho-ambiental,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
sociedad-peruana-de-derecho-ambiental,mapeo-ciudadano,Mapeo ciudadano
sociedad-peruana-de-derecho-ambiental,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
sociedad-peruana-de-derecho-ambiental,participación-ciudadana,Participación ciudadana
sociedad-peruana-de-derecho-ambiental,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
sociedad-peruana-de-derecho-ambiental,periodismo-de-datos,Periodismo de datos
instituto-de-arquitetos-do-brasil-departamento-de-são-paulo-iab-sp,otro,Otro
centro-de-innovacion-a-la-vivienda-civ-a-c,otro,Otro
socio-publico,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
socio-publico,mapeo-ciudadano,Mapeo ciudadano
socio-publico,compras-publicas,Compras públicas
socio-publico,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
socio-publico,participación-ciudadana,Participación ciudadana
socio-publico,otro,Otro
socio-publico,periodismo-de-datos,Periodismo de datos
nau-interativa,otro,Otro
fundacion-girls-in-tech-chile,periodismo-de-datos,Periodismo de datos
